SD,SE,ND,NE
,,,5475
,,,25743
,,,25687
,,,884
,,,1
,,,1736
,,,6
,,,9056
,,,16549
,,,335
,,,1129
,,,4821
,,,13952
,,,81160
,,,15045
,,,26232
,,,1429
,,,45
,,,193
,,,13127
,,,15655
,,,35608
,,,3
,,,9615
,,,59703
,,,7049
,,,2910
,,,8285
,,,27512
,,,194
,,,13
,,,54
,,,21248
,,,46504
,,,784
,,,27833
,,,44673
,,,85263
,,,4
,,,261
,,,44555
,,,30459
,,,6381
,,,30084
,,,19986
,,,17218
,,,31394
,,,21248
,,,21092
,,,3875
,,,51767
,,,1653
,,,2396
,,,17217
,,,194
,,,26947
,,,31534
,,,8712
,,,65798
,,,2
,,,6739
,,,13
,,,5685
,,,705
,,,3
,,,13989
,,,21248
,,,1
,,,1811
,,,535
,,,7905
,,,5579
,,,4825
,,,1
,,,155
,,,20143
,,,4649
,,,36388
,,,75113
,,,59493
,,,66781
,,,10437
,,,25853
,,,1924
,,,34762
,,,6075
,,,3
,,,5647
,,,1136
,,,7717
,,,15324
,,,1124
,,,28470
,,,607
,,,36336
,,,32937
,,,61360
,,,10
,,,1988
,,,4443
,,,30515
,,,312
,,,2147
,,,75544
,,,24451
,,,17440
,,,12700
,,,392252
,,,28004
,,,48
,,,3006
,,,14517
,,,11957
,,,825
,,,1
,,,20901
,,,45757
,,,171
,,,3
,,,4088
,,,48
,,,13401
,,,631
,,,195
,,,5
,,,194
,,,64293
,,,15912
,,,32695
,,,3755
,,,20084
,,,543
,,,21250
,,,15
,,,7
,,,1
,,,27450
,,,21447
,,,93
,,,131212
,,,1
,,,20424
,,,5579
,,,19137
,,,3069
,,,1522
,,,3
,,,13843
,,,25953
,,,290
,,,722
,,,48
,,,19243
,,,6967
,,,454
,,,1
,,,21163
,,,9
,,,16565
,,,34556
,,,4986
,,,570
,,,29916
,,,12361
,,,15554
,,,20452
,,,1
,,,21248
,,,1153
,,,161889
,,,362
,,,28971
,,,302
,,,175986
,,,19
,,,155
,,,33106
,,,129791
,,,20100
,,,10502
,,,2
,,,73907
,,,5689
,,,5244
,,,1814
,,,251
,,,28236
,,,15751
,,,15552
,,,40729
,,,24330
,,,16822
,,,8510
,,,26993
,,,20098
,,,815
,,,33106
,,,9817
,,,21938
,,,46652
,,,11957
,,,25857
,,,24525
,,,6375
,,,29594
,,,29811
,,,8735
,,,2
,,,16337
,,,115036
,,,15582
,,,32
,,,227
,,,2
,,,48046
,,,2076
,,,92545
,,,25632
,,,4080
,,,2768
,,,1
,,,12700
,,,21129
,,,2040
,,,50
,,,1
,,,14355
,,,29782
,,,50625
,,,6541
,,,28380
,,,11946
,,,3
,,,32763
,,,7363
,,,2486
,,,7099
,,,32568
,,,19784
,,,25027
,,,8163
,,,20510
,,,12234
,,,16158
,,,48
,,,992
,,,1
,,,9171
,,,6507
,,,33106
,,,5
,,,25542
,,,47238
,,,48
,,,1
,,,3
,,,158
,,,76415
,,,32
,,,3014
,,,14
,,,21248
,,,21296
,,,21248
,,,29956
,,,72954
,,,658
,,,32751
,,,119056
,,,23055
,,,63423
,,,13570
,,,125983
,,,20569
,,,159
,,,5
,,,89
,,,8027
,,,17610
,,,158
,,,144474
,,,29357
,,,66778
,,,39441
,,,199
,,,30084
,,,3450
,,,33099
,,,2910
,,,5497
,,,40357
,,,20511
,,,1
,,,48
,,,3376
,,,67
,,,1305
,,,11899
,,,32528
,,,1
,,,51
,,,46
,,,1
,,,10414
,,,5532
,,,6603
,,,6375
,,,24283
,,,1
,,,307
,,,6087
,,,2389
,,,43622
,,,88776
,,,1
,,,21248
,,,53628
,,,17628
,,,1126
,,,1206
,,,20664
,,,15150
,,,32183
,,,36614
,,,1
,,,33506
,,,1388
,,,1
,,,20839
,,,8
,,,2
,,,2
,,,71815
,,,1174
,,,2420
,,,6840
,,,66076
,,,7
,,,8776
,,,49229
,,,36953
,,,7
,,,32675
,,,21677
,,,21088
,,,2091
,,,59318
,,,87576
,,,171
,,,1
,,,10999
,,,48
,,,14785
,,,48
,,,22500
,,,38316
,,,21248
,,,58469
,,,2469
,,,33810
,,,20387
,,,33106
,,,224
,,,194
,,,3683
,,,42555
,,,2009
,,,3
,,,63322
,,,83854
,,,874
,,,6085
,,,21129
,,,33106
,,,33528
,,,21248
,,,775
,,,53748
,,,9855
,,,7589
,,,21248
,,,33389
,,,14330
,,,728
,,,9
,,,1782
,,,16327
,,,33141
,,,138219
,,,1
,,,19628
,,,6592
,,,290
,,,887
,,,47196
,,,4234
,,,33506
,,,14
,,,13
,,,784
,,,45
,,,3
,,,28822
,,,2
,,,54889
,,,21248
,,,74982
,,,884
,,,4696
,,,20906
,,,1
,,,26094
,,,14552
,,,14378
,,,12968
,,,20901
,,,213
,,,4657
,,,7376
,,,33506
,,,3241
,,,47843
,,,2976
,,,263
,,,5807
,,,3
,,,689
,,,21248
,,,849
,,,33106
,,,2379
,,,5
,,,24402
,,,28503
,,,41321
,,,28961
,,,1
,,,49103
,,,40720
,,,88
,,,2983
,,,48
,,,6775
,,,48
,,,2
,,,1140
,,,9
,,,92
,,,2
,,,2
,,,26652
,,,1518
,,,19920
,,,48
,,,4894
,,,40197
,,,143800
,,,196
,,,467
,,,88082
,,,3
,,,38
,,,48
,,,63278
,,,10692
,,,372
,,,67493
,,,2379
,,,1
,,,30035
,,,6721
,,,2
,,,3
,,,7214
,,,83
,,,3385
,,,9317
,,,47634
,,,151493
,,,8747
,,,57585
,,,8112
,,,2486
,,,10367
,,,32981
,,,20036
,,,46885
,,,21248
,,,28531
,,,1304
,,,12699
,,,21376
,,,30483
,,,35020
,,,2583
,,,21
,,,12
,,,81356
,,,33
,,,10
,,,933
,,,10419
,,,1204
,,,1
,,,31954
,,,1
,,,176
,,,15922
,,,44379
,,,33085
,,,4495
,,,27
,,,12784
,,,32568
,,,1
,,,17102
,,,21235
,,,873
,,,30769
,,,49996
,,,18953
,,,926
,,,2
,,,6664
,,,741
,,,19914
,,,17266
,,,1210
,,,45240
,,,115
,,,38
,,,45785
,,,25398
,,,18762
,,,13035
,,,26033
,,,9064
,,,36457
,,,28
,,,2730
,,,1740
,,,10247
,,,80503
,,,4566
,,,59256
,,,20452
,,,67262
,,,2384
,,,279
,,,194
,,,11770
,,,1203
,,,20387
,,,2
,,,70
,,,2340
,,,1
,,,34456
,,,8730
,,,2
,,,14
,,,20516
,,,33261
,,,6878
,,,2224
,,,5077
,,,60312
,,,4
,,,21419
,,,18447
,,,46503
,,,6536
,,,34848
,,,18837
,,,13067
,,,8582
,,,938
,,,9655
,,,9442
,,,3017
,,,8808
,,,84732
,,,2
,,,40444
,,,313
,,,20921
,,,13294
,,,7308
,,,9171
,,,9819
,,,197
,,,33714
,,,187
,,,5554
,,,8930
,,,11818
,,,21248
,,,21278
,,,51547
,,,2403
,,,2721
,,,785
,,,21248
,,,122
,,,4021
,,,21248
,,,1
,,,75120
,,,47988
,,,21248
,,,5957
,,,14983
,,,1
,,,14
,,,4852
,,,9
,,,112
,,,26750
,,,13
,,,6381
,,,13
,,,109645
,,,3
,,,16315
,,,23881
,,,12618
,,,9892
,,,411
,,,191305
,,,157
,,,48
,,,15657
,,,13823
,,,784
,,,28775
,,,75520
,,,1
,,,49593
,,,9
,,,3927
,,,6891
,,,32569
,,,40
,,,33326
,,,12385
,,,20109
,,,145
,,,5297
,,,3329
,,,21482
,,,6086
,,,2175
,,,2
,,,92
,,,1
,,,120
,,,84188
,,,130908
,,,21751
,,,30538
,,,290
,,,132
,,,3829
,,,1520
,,,13894
,,,915
,,,1
,,,2
,,,2
,,,7333
,,,37302
,,,128
,,,46672
,,,158
,,,9
,,,21248
,,,208
,,,19627
,,,72634
,,,195
,,,1
,,,200919
,,,20182
,,,61536
,,,14682
,,,21935
,,,21049
,,,91073
,,,21758
,,,33672
,,,14640
,,,39502
,,,30789
,,,22219
,,,1676
,,,171
,,,39623
,,,53061
,,,42482
,,,557
,,,2340
,,,4303
,,,27143
,,,29392
,,,33533
,,,2097
,,,2767
,,,128
,,,155
,,,873
,,,71120
,,,17134
,,,126
,,,2076
,,,67
,,,372
,,,21248
,,,4770
,,,21312
,,,4198
,,,21248
,,,23346
,,,33534
,,,38155
,,,14917
,,,177
,,,1862
,,,49324
,,,153
,,,672
,,,41800
,,,6430
,,,185217
,,,25985
,,,5866
,,,6
,,,6
,,,8694
,,,3
,,,42016
,,,61666
,,,20900
,,,8420
,,,5007
,,,199
,,,884
,,,16751
,,,312
,,,4292
,,,30538
,,,35650
,,,171
,,,2748
,,,21379
,,,4743
,,,1
,,,21248
,,,33389
,,,48116
,,,101301
,,,24402
,,,32568
,,,47
,,,4
,,,22714
,,,448
,,,10238
,,,122
,,,190
,,,127
,,,238899
,,,31069
,,,1637
,,,98735
,,,7308
,,,7
,,,13614
,,,19711
,,,3
,,,27199
,,,179
,,,27585
,,,33301
,,,873
,,,79953
,,,16366
,,,171
,,,97814
,,,31511
,,,20779
,,,48
,,,3
,,,17930
,,,5
,,,158
,,,18375
,,,6603
,,,691
,,,48
,,,23960
,,,20900
,,,37194
,,,15349
,,,12524
,,,2
,,,8053
,,,892
,,,1
,,,299
,,,5552
,,,11
,,,21136
,,,199
,,,12688
,,,3501
,,,41067
,,,21929
,,,747
,,,2331
,,,47843
,,,899
,,,1
,,,21248
,,,35777
,,,844
,,,1
,,,90557
,,,14613
,,,568
,,,33099
,,,4641
,,,158
,,,156
,,,372
,,,15153
,,,59738
,,,21750
,,,290
,,,83
,,,3
,,,21324
,,,81121
,,,11578
,,,195
,,,21086
,,,14
,,,31893
,,,292
,,,13960
,,,2
,,,7
,,,37702
,,,41
,,,10
,,,7701
,,,71064
,,,12031
,,,1650
,,,16003
,,,11638
,,,31985
,,,28907
,,,33506
,,,33106
,,,7371
,,,6087
,,,30446
,,,12
,,,3536
,,,13377
,,,171
,,,3
,,,12503
,,,46392
,,,5542
,,,32628
,,,21092
,,,48324
,,,942
,,,9945
,,,33560
,,,242
,,,1
,,,24770
,,,797
,,,2
,,,2
,,,71521
,,,21248
,,,69046
,,,2722
,,,969
,,,3
,,,23270
,,,54070
,,,28720
,,,29101
,,,276
,,,25648
,,,33506
,,,4393
,,,23351
,,,194
,,,7825
,,,36
,,,32859
,,,2
,,,1959
,,,13439
,,,3
,,,2120
,,,9
,,,9665
,,,194
,,,56
,,,12912
,,,5333
,,,20921
,,,4
,,,8
,,,27
,,,21700
,,,18144
,,,5208
,,,2094
,,,1788
,,,4495
,,,94476
,,,2
,,,1659
,,,5063
,,,1189
,,,4
,,,175684
,,,26758
,,,41966
,,,7665
,,,20901
,,,36068
,,,57617
,,,33305
,,,20318
,,,81
,,,876
,,,67032
,,,47583
,,,48449
,,,79
,,,46072
,,,21930
,,,177
,,,1
,,,48
,,,56366
,,,11043
,,,194
,,,20574
,,,14
,,,51602
,,,89000
,,,21162
,,,1
,,,879
,,,75120
,,,13826
,,,1842
,,,201
,,,66887
,,,32568
,,,1944
,,,3
,,,18041
,,,2
,,,28705
,,,20779
,,,14498
,,,6
,,,30954
,,,2605
,,,6811
,,,8864
,,,57223
,,,988
,,,41222
,,,3532
,,,127
,,,3458
,,,4
,,,157
,,,28036
,,,4
,,,5
,,,21248
,,,22043
,,,29958
,,,9141
,,,20271
,,,873
,,,12799
,,,1518
,,,2483
,,,69744
,,,171
,,,12
,,,11654
,,,1
,,,22446
,,,4077
,,,15912
,,,6
,,,7
,,,2469
,,,8056
,,,6346
,,,196
,,,43877
,,,47291
,,,2619
,,,9
,,,3976
,,,2730
,,,194
,,,21
,,,6202
,,,4176
,,,21248
,,,3
,,,194
,,,207627
,,,34269
,,,194
,,,2280
,,,4044
,,,33241
,,,27457
,,,29809
,,,13933
,,,1
,,,48
,,,6264
,,,35974
,,,8
,,,1136
,,,5453
,,,22032
,,,45189
,,,21081
,,,1
,,,68867
,,,1740
,,,25843
,,,583
,,,21248
,,,20268
,,,140
,,,2
,,,194
,,,18144
,,,39660
,,,4936
,,,40039
,,,2565
,,,171
,,,844
,,,6987
,,,41312
,,,32
,,,51008
,,,15786
,,,54826
,,,322
,,,14313
,,,6475
,,,4977
,,,22074
,,,55761
,,,30818
,,,30023
,,,10961
,,,21102
,,,3364
,,,298
,,,33635
,,,71684
,,,33729
,,,21248
,,,34814
,,,50
,,,171
,,,28730
,,,27833
,,,1
,,,14
,,,32568
,,,14985
,,,5398
,,,30479
,,,1118
,,,25859
,,,66331
,,,97328
,,,21136
,,,29771
,,,9497
,,,1865
,,,12
,,,20901
,,,33729
,,,43889
,,,36350
,,,15912
,,,4976
,,,2797
,,,20682
,,,39320
,,,27327
,,,21774
,,,24750
,,,775
,,,108735
,,,155
,,,1
,,,568
,,,18053
,,,19628
,,,6774
,,,2378
,,,25399
,,,29683
,,,930
,,,62686
,,,61239
,,,4
,,,19191
,,,6779
,,,3538
,,,20901
,,,2486
,,,17660
,,,47917
,,,30964
,,,6634
,,,17468
,,,485
,,,33903
,,,1841
,,,30273
,,,23090
,,,24038
,,,48
,,,21628
,,,24891
,,,161699
,,,171302
,,,5538
,,,195
,,,6868
,,,43182
,,,6727
,,,84661
,,,171
,,,788
,,,7841
,,,129
,,,3
,,,19492
,,,19786
,,,1
,,,22123
,,,5014
,,,2924
,,,40371
,,,49002
,,,20920
,,,15150
,,,194
,,,9
,,,2
,,,4311
,,,19628
,,,14587
,,,16078
,,,43677
,,,75119
,,,21129
,,,48
,,,8986
,,,37980
,,,9129
,,,1
,,,4
,,,33106
,,,50858
,,,96
,,,8896
,,,30056
,,,4
,,,2
,,,2909
,,,21248
,,,16139
,,,42162
,,,5063
,,,38769
,,,20446
,,,155
,,,53870
,,,123092
,,,14010
,,,30708
,,,48
,,,15955
,,,19717
,,,14472
,,,122
,,,645
,,,21248
,,,1090
,,,1082
,,,26886
,,,1201
,,,605
,,,190372
,,,5541
,,,4641
,,,40795
,,,171
,,,21248
,,,11957
,,,8
,,,33396
,,,2
,,,203
,,,53
,,,3643
,,,1
,,,2482
,,,11212
,,,49244
,,,9
,,,2
,,,1
,,,2
,,,33526
,,,195
,,,32575
,,,112
,,,372
,,,1
,,,4588
,,,74546
,,,32690
,,,13566
,,,48
,,,2114
,,,162
,,,10328
,,,53816
,,,175
,,,20173
,,,21248
,,,4385
,,,9613
,,,44071
,,,20337
,,,2
,,,14121
,,,72350
,,,25883
,,,21835
,,,48
,,,32570
,,,31378
,,,7308
,,,48
,,,6603
,,,29197
,,,33677
,,,19717
,,,20779
,,,51135
,,,16492
,,,48
,,,7308
,,,68175
,,,9171
,,,3
,,,20085
,,,21248
,,,73731
,,,5452
,,,34923
,,,21248
,,,18828
,,,8036
,,,2
,,,2175
,,,16242
,,,21501
,,,19628
,,,3312
,,,60030
,,,33660
,,,322
,,,33529
,,,155
,,,4087
,,,30553
,,,14
,,,1
,,,13041
,,,7612
,,,45723
,,,13985
,,,37680
,,,24402
,,,6381
,,,35663
,,,29376
,,,155271
,,,1
,,,47238
,,,4
,,,40945
,,,127
,,,15132
,,,32695
,,,20900
,,,14198
,,,194
,,,56698
,,,312
,,,1363
,,,41490
,,,6085
,,,17008
,,,6
,,,1516
,,,29082
,,,59078
,,,21248
,,,7235
,,,2737
,,,8926
,,,1250
,,,2379
,,,23538
,,,70461
,,,2512
,,,21248
,,,48
,,,6375
,,,4046
,,,40
,,,51974
,,,127
,,,105935
,,,38811
,,,20387
,,,875
,,,48
,,,19060
,,,312
,,,35042
,,,21248
,,,729
,,,46530
,,,4496
,,,2475
,,,15600
,,,34244
,,,4014
,,,103
,,,1488
,,,21667
,,,48
,,,48
,,,28503
,,,134945
,,,1
,,,30258
,,,49917
,,,155
,,,26173
,,,41289
,,,2770
,,,5
,,,21207
,,,21250
,,,37042
,,,158
,,,72331
,,,32875
,,,1304
,,,24878
,,,23964
,,,14
,,,27384
,,,36630
,,,17
,,,21248
,,,28628
,,,2
,,,20450
,,,19808
,,,6322
,,,7183
,,,670
,,,2
,,,171
,,,34601
,,,55114
,,,7
,,,20878
,,,21248
,,,1
,,,130
,,,18163
,,,10997
,,,481
,,,4977
,,,2890
,,,35297
,,,21325
,,,33080
,,,2
,,,24537
,,,47446
,,,85
,,,1
,,,22567
,,,53904
,,,132346
,,,21248
,,,10561
,,,19148
,,,9498
,,,20413
,,,12132
,,,9
,,,2535
,,,12005
,,,15912
,,,20036
,,,6823
,,,1086
,,,47196
,,,10890
,,,37612
,,,1
,,,72656
,,,194109
,,,7016
,,,20268
,,,4499
,,,2
,,,16108
,,,51103
,,,29249
,,,31334
,,,76011
,,,15912
,,,4404
,,,1213
,,,48
,,,5296
,,,61130
,,,6037
,,,1
,,,30087
,,,48468
,,,29968
,,,21248
,,,35498
,,,32231
,,,71317
,,,6381
,,,4
,,,1271
,,,3163
,,,981
,,,8355
,,,75315
,,,20516
,,,4
,,,23301
,,,21
,,,4112
,,,54497
,,,22158
,,,1
,,,44061
,,,21248
,,,99
,,,7
,,,16108
,,,21248
,,,20171
,,,155
,,,32049
,,,19883
,,,21248
,,,1294
,,,10313
,,,370
,,,68111
,,,75315
,,,48
,,,48
,,,30952
,,,14378
,,,1204
,,,151393
,,,50541
,,,53
,,,11538
,,,35699
,,,64008
,,,4495
,,,45660
,,,17208
,,,2883
,,,4198
,,,30303
,,,1561
,,,10528
,,,190
,,,46426
,,,17534
,,,325
,,,2
,,,4
,,,85922
,,,11909
,,,21420
,,,194
,,,16978
,,,58806
,,,1012
,,,5
,,,3
,,,11441
,,,21249
,,,5
,,,75119
,,,456
,,,95385
,,,4505
,,,5
,,,19626
,,,57004
,,,8
,,,49
,,,786
,,,78113
,,,30971
,,,595
,,,33024
,,,33199
,,,171
,,,12484
,,,7286
,,,48052
,,,1
,,,3
,,,171
,,,62337
,,,30718
,,,26921
,,,33744
,,,65383
,,,2791
,,,1652
,,,90352
,,,60
,,,25883
,,,1
,,,3703
,,,16705
,,,14325
,,,6501
,,,2476
,,,852
,,,102
,,,15994
,,,1516
,,,15354
,,,21092
,,,20701
,,,23249
,,,10456
,,,7912
,,,25
,,,7235
,,,3799
,,,13
,,,32568
,,,421243
,,,21130
,,,33099
,,,972
,,,5803
,,,32
,,,21248
,,,199
,,,189
,,,65058
,,,7308
,,,879
,,,26232
,,,32568
,,,194
,,,29559
,,,69635
,,,20909
,,,33106
,,,21277
,,,3380
,,,16984
,,,8420
,,,19
,,,47238
,,,33389
,,,35
,,,100995
,,,7030
,,,49400
,,,4771
,,,538
,,,22293
,,,8817
,,,21929
,,,2
,,,195
,,,26498
,,,873
,,,182
,,,429
,,,40737
,,,11
,,,22253
,,,28105
,,,2308
,,,47238
,,,3451
,,,54753
,,,910
,,,498
,,,10
,,,21129
,,,6076
,,,322
,,,34741
,,,10935
,,,21056
,,,59843
,,,1
,,,1
,,,48
,,,4051
,,,195
,,,1
,,,12031
,,,20964
,,,1
,,,76347
,,,7166
,,,106374
,,,10893
,,,33389
,,,1
,,,22873
,,,18
,,,1
,,,535
,,,21248
,,,28746
,,,2744
,,,5654
,,,20
,,,104
,,,17399
,,,311
,,,34553
,,,7105
,,,36993
,,,7893
,,,322
,,,2326
,,,63788
,,,2896
,,,1945
,,,1
,,,24705
,,,1
,,,21249
,,,48
,,,1
,,,40315
,,,83
,,,6
,,,19024
,,,61337
,,,2621
,,,175
,,,22202
,,,91877
,,,781
,,,46833
,,,110280
,,,1
,,,37054
,,,38938
,,,22618
,,,875
,,,8487
,,,35977
,,,2677
,,,11527
,,,7707
,,,322
,,,3
,,,1516
,,,30166
,,,568
,,,6810
,,,3
,,,80608
,,,16565
,,,26
,,,1
,,,2572
,,,1
,,,3297
,,,51
,,,3792
,,,21248
,,,21129
,,,10
,,,42461
,,,16237
,,,71609
,,,23524
,,,47238
,,,86875
,,,16288
,,,1762
,,,127414
,,,14157
,,,1
,,,33401
,,,12805
,,,6749
,,,11818
,,,15
,,,95438
,,,15021
,,,19173
,,,2
,,,33526
,,,171
,,,85151
,,,32568
,,,66198
,,,141298
,,,1
,,,21248
,,,14477
,,,5
,,,33067
,,,21248
,,,3856
,,,2
,,,33683
,,,134252
,,,19822
,,,33526
,,,20
,,,22791
,,,33506
,,,89
,,,13
,,,1319
,,,3203
,,,94
,,,3160
,,,2794
,,,43615
,,,735
,,,171
,,,7
,,,22610
,,,3410
,,,21248
,,,213
,,,21248
,,,1
,,,145180
,,,12718
,,,13052
,,,43346
,,,18359
,,,1320
,,,30948
,,,50
,,,48740
,,,22088
,,,61
,,,195
,,,44070
,,,27712
,,,8938
,,,18770
,,,1
,,,30084
,,,3
,,,34929
,,,35394
,,,4676
,,,22435
,,,15554
,,,10539
,,,2
,,,1516
,,,20305
,,,16900
,,,784
,,,2378
,,,56
,,,41810
,,,25838
,,,8244
,,,311
,,,2258
,,,2
,,,109
,,,60024
,,,50945
,,,33099
,,,67264
,,,11213
,,,12512
,,,155
,,,158
,,,12915
,,,19285
,,,3
,,,20779
,,,17543
,,,26343
,,,1
,,,5174
,,,16201
,,,5
,,,99355
,,,83850
,,,11849
,,,195
,,,2
,,,2
,,,18955
,,,21942
,,,155
,,,1
,,,7338
,,,21036
,,,2470
,,,3792
,,,7688
,,,2
,,,32568
,,,7151
,,,47239
,,,311
,,,4
,,,131297
,,,3800
,,,4300
,,,80636
,,,18427
,,,33810
,,,1
,,,30948
,,,2
,,,6354
,,,1
,,,15945
,,,14689
,,,38536
,,,19900
,,,3018
,,,21038
,,,33099
,,,731
,,,1
,,,21033
,,,6
,,,7842
,,,20594
,,,87825
,,,1241
,,,1
,,,31081
,,,7618
,,,127382
,,,7244
,,,25633
,,,14322
,,,2377
,,,1
,,,6925
,,,57625
,,,35133
,,,372
,,,48
,,,6553
,,,1959
,,,22394
,,,30768
,,,13029
,,,4770
,,,1261
,,,2
,,,114
,,,21129
,,,49368
,,,13253
,,,17786
,,,28027
,,,2966
,,,2699
,,,21248
,,,11
,,,254
,,,12
,,,3437
,,,17880
,,,7
,,,6371
,,,56
,,,18632
,,,1591
,,,5183
,,,71345
,,,32264
,,,35
,,,9929
,,,14580
,,,29366
,,,4663
,,,26002
,,,1
,,,10515
,,,1
,,,19628
,,,985
,,,66778
,,,17123
,,,6429
,,,3356
,,,33100
,,,20095
,,,1643
,,,17946
,,,21248
,,,95438
,,,25569
,,,27834
,,,17
,,,9
,,,5276
,,,2795
,,,8036
,,,16927
,,,2
,,,33551
,,,44741
,,,48
,,,901
,,,6230
,,,254
,,,48
,,,42992
,,,21248
,,,38954
,,,48465
,,,171
,,,10
,,,4
,,,2280
,,,35394
,,,18842
,,,11933
,,,11360
,,,21248
,,,9054
,,,51152
,,,21760
,,,26343
,,,4
,,,3624
,,,30703
,,,41047
,,,9497
,,,34563
,,,14587
,,,1
,,,43006
,,,46692
,,,1222
,,,989
,,,7465
,,,47238
,,,48
,,,474
,,,785
,,,19803
,,,31232
,,,29065
,,,99555
,,,1227
,,,25843
,,,21362
,,,26419
,,,21248
,,,20682
,,,10
,,,2
,,,7244
,,,5406
,,,4
,,,2
,,,28829
,,,27783
,,,8856
,,,3
,,,21248
,,,15063
,,,33487
,,,9543
,,,2980
,,,20318
,,,21542
,,,46897
,,,12439
,,,39871
,,,84323
,,,46425
,,,12223
,,,1516
,,,15936
,,,25883
,,,2761
,,,2730
,,,33096
,,,3674
,,,9381
,,,21248
,,,61792
,,,123898
,,,32709
,,,3141
,,,2531
,,,6
,,,20361
,,,620
,,,16251
,,,71651
,,,23937
,,,14743
,,,7363
,,,28730
,,,52486
,,,820
,,,1124
,,,3324
,,,15657
,,,7318
,,,623
,,,21677
,,,20468
,,,605
,,,2
,,,15267
,,,41794
,,,1627
,,,374
,,,19191
,,,66
,,,2914
,,,11633
,,,23873
,,,9794
,,,174
,,,181
,,,22398
,,,20873
,,,21703
,,,3
,,,15071
,,,52327
,,,1
,,,12490
,,,1118
,,,1
,,,34715
,,,2244
,,,46504
,,,40242
,,,2
,,,22726
,,,67264
,,,3244
,,,22
,,,7556
,,,47238
,,,2502
,,,48779
,,,2439
,,,12603
,,,83419
,,,5647
,,,33077
,,,1
,,,19627
,,,29927
,,,63204
,,,2790
,,,3
,,,25883
,,,155
,,,2910
,,,943
,,,35249
,,,25189
,,,48
,,,125882
,,,34702
,,,8137
,,,35040
,,,179
,,,3
,,,190908
,,,77386
,,,29105
,,,48
,,,13415
,,,1058
,,,16156
,,,2471
,,,13
,,,1650
,,,7571
,,,13
,,,31032
,,,23861
,,,67080
,,,4822
,,,9678
,,,70
,,,21297
,,,19004
,,,22189
,,,6984
,,,20216
,,,13987
,,,33418
,,,198
,,,3
,,,6138
,,,71502
,,,581
,,,16545
,,,3439
,,,3050
,,,4470
,,,47158
,,,1
,,,16358
,,,48
,,,2766
,,,46497
,,,117237
,,,24516
,,,75491
,,,1519
,,,9189
,,,5579
,,,568
,,,21442
,,,2
,,,1188
,,,20759
,,,25540
,,,28231
,,,5532
,,,29615
,,,14714
,,,13623
,,,127
,,,21253
,,,72871
,,,29
,,,11492
,,,46840
,,,41384
,,,14
,,,27561
,,,48
,,,1035
,,,2704
,,,1
,,,8543
,,,32528
,,,5092
,,,21358
,,,16108
,,,384
,,,6921
,,,28268
,,,113986
,,,4
,,,55138
,,,33099
,,,14774
,,,156
,,,3
,,,99119
,,,7653
,,,195
,,,5616
,,,59556
,,,35314
,,,21093
,,,1
,,,43350
,,,6
,,,27045
,,,31087
,,,3937
,,,3159
,,,33440
,,,21758
,,,37525
,,,17908
,,,17
,,,20516
,,,8
,,,11879
,,,66205
,,,4748
,,,194
,,,43060
,,,21248
,,,1
,,,4
,,,12823
,,,674
,,,11577
,,,22124
,,,14525
,,,155
,,,48775
,,,16
,,,20901
,,,9554
,,,22235
,,,25245
,,,38471
,,,1062
,,,70492
,,,16115
,,,21250
,,,59779
,,,28259
,,,38135
,,,83613
,,,9
,,,568
,,,20779
,,,32666
,,,3136
,,,775
,,,33106
,,,298
,,,25883
,,,33099
,,,20462
,,,2
,,,24859
,,,27875
,,,3811
,,,7402
,,,66438
,,,1
,,,1
,,,47238
,,,11121
,,,5549
,,,66774
,,,20573
,,,2408
,,,6675
,,,33389
,,,75871
,,,168
,,,4
,,,33301
,,,27334
,,,81687
,,,12435
,,,58
,,,224222
,,,30084
,,,4175
,,,21569
,,,8573
,,,16976
,,,1999
,,,4770
,,,33101
,,,2
,,,2
,,,20387
,,,2983
,,,2274
,,,9655
,,,2583
,,,4
,,,3348
,,,20036
,,,16767
,,,19627
,,,15404
,,,33998
,,,158
,,,33526
,,,1
,,,21249
,,,44802
,,,194
,,,16770
,,,36634
,,,20
,,,59394
,,,17804
,,,25796
,,,60038
,,,22651
,,,70456
,,,54779
,,,9819
,,,6925
,,,5285
,,,44209
,,,48
,,,1948
,,,75119
,,,62
,,,13
,,,17910
,,,10
,,,21296
,,,39556
,,,171
,,,171
,,,29717
,,,17252
,,,6810
,,,1
,,,6067
,,,23550
,,,3688
,,,2
,,,50
,,,1896
,,,11790
,,,10527
,,,4496
,,,46425
,,,35608
,,,173
,,,156
,,,32568
,,,12433
,,,33526
,,,154459
,,,50556
,,,3152
,,,32568
,,,74546
,,,70
,,,33418
,,,87466
,,,6301
,,,9016
,,,25055
,,,1389
,,,44
,,,28590
,,,32568
,,,194
,,,61158
,,,21248
,,,171
,,,18028
,,,16987
,,,1
,,,77
,,,194
,,,155
,,,2238
,,,5213
,,,713
,,,31
,,,29082
,,,658
,,,10466
,,,13584
,,,32915
,,,4994
,,,1
,,,8449
,,,25626
,,,4
,,,48
,,,49647
,,,2
,,,21382
,,,48
,,,1266
,,,21978
,,,12654
,,,66928
,,,4971
,,,29054
,,,73455
,,,156
,,,16586
,,,1472
,,,23800
,,,104
,,,6304
,,,20779
,,,69648
,,,4
,,,984
,,,8279
,,,3510
