SD,SE,ND,NE
,,,5.063291139
,,,6.41025641
,,,29.41176471
,,,18.51851852
,,,7.01754386
,,,4.395604396
,,,50
,,,42.85714286
,,,20
,,,11.11111111
,,,25
,,,3.539823009
,,,35.71428571
,,,50
,,,17.24137931
,,,8.771929825
,,,26.66666667
,,,11.11111111
,,,13.20754717
,,,16.66666667
,,,8.333333333
,,,3.846153846
,,,40
,,,10.29411765
,,,62.5
,,,38.88888889
,,,3.401360544
,,,56.25
,,,30.76923077
,,,8
,,,7.246376812
,,,5
,,,4.12371134
,,,36.36363636
,,,3.20855615
,,,31.57894737
,,,12.5
,,,13.79310345
,,,14.28571429
,,,60
,,,25
,,,5.194805195
,,,10
,,,18.75
,,,11.9047619
,,,12.90322581
,,,25
,,,31.57894737
,,,25.80645161
,,,18.18181818
,,,5.479452055
,,,6.024096386
,,,12.5
,,,6.382978723
,,,5.660377358
,,,13.79310345
,,,21.05263158
,,,22.22222222
,,,13.63636364
,,,6.060606061
,,,15.625
,,,21.05263158
,,,16.66666667
,,,6.41025641
,,,38.46153846
,,,31.25
,,,11.29032258
,,,57.14285714
,,,29.62962963
,,,14.28571429
,,,9.803921569
,,,8.695652174
,,,8
,,,26.08695652
,,,21.05263158
,,,8.108108108
,,,6.172839506
,,,21.05263158
,,,47.36842105
,,,14.28571429
,,,21.05263158
,,,9.090909091
,,,41.66666667
,,,6.896551724
,,,31.25
,,,14.28571429
,,,16.12903226
,,,22.72727273
,,,14.28571429
,,,41.66666667
,,,4.854368932
,,,23.52941176
,,,18.18181818
,,,17.39130435
,,,6.153846154
,,,12.76595745
,,,13.20754717
,,,21.875
,,,8.928571429
,,,38.46153846
,,,5.882352941
,,,38.46153846
,,,10.41666667
,,,8.888888889
,,,57.14285714
,,,20
,,,12.82051282
,,,9.090909091
,,,26.31578947
,,,50
,,,22.22222222
,,,22.22222222
,,,6.862745098
,,,3.012048193
,,,20
,,,38.88888889
,,,5.333333333
,,,40.90909091
,,,14.28571429
,,,2.919708029
,,,41.66666667
,,,4.587155963
,,,36.36363636
,,,5.813953488
,,,5
,,,38.46153846
,,,8.108108108
,,,72.72727273
,,,26.31578947
,,,6.024096386
,,,10.25641026
,,,21.73913043
,,,1.937984496
,,,15.15151515
,,,14.81481481
,,,14.28571429
,,,17.14285714
,,,11.11111111
,,,72.72727273
,,,26.31578947
,,,6.896551724
,,,11.11111111
,,,2.962962963
,,,57.14285714
,,,7.843137255
,,,26.66666667
,,,36.36363636
,,,10
,,,44.44444444
,,,5.555555556
,,,13.46153846
,,,10.25641026
,,,38.46153846
,,,5.309734513
,,,17.24137931
,,,22.22222222
,,,6.349206349
,,,28.57142857
,,,20
,,,25
,,,6.756756757
,,,10.52631579
,,,11.29032258
,,,7.407407407
,,,58.33333333
,,,13.46153846
,,,22.22222222
,,,10.20408163
,,,20.83333333
,,,25
,,,48.27586207
,,,26.08695652
,,,35.71428571
,,,9.523809524
,,,10.20408163
,,,1.398601399
,,,8.860759494
,,,7.462686567
,,,41.66666667
,,,12.90322581
,,,2.877697842
,,,22.22222222
,,,8
,,,23.52941176
,,,3.47826087
,,,21.05263158
,,,45.45454545
,,,16.66666667
,,,9.302325581
,,,5
,,,45
,,,14.28571429
,,,36.36363636
,,,24
,,,13.95348837
,,,11.76470588
,,,15.15151515
,,,2.209944751
,,,23.52941176
,,,3.921568627
,,,57.14285714
,,,7.272727273
,,,70
,,,4.04040404
,,,31.57894737
,,,66.66666667
,,,50
,,,28.57142857
,,,50
,,,0.801603206
,,,16
,,,14
,,,72.72727273
,,,19.23076923
,,,14.70588235
,,,18.91891892
,,,7.142857143
,,,20.51282051
,,,57.14285714
,,,50
,,,26.92307692
,,,26.66666667
,,,44.44444444
,,,36.36363636
,,,33.33333333
,,,3.921568627
,,,10.81081081
,,,17.07317073
,,,6.896551724
,,,7.792207792
,,,8.536585366
,,,21.875
,,,12.24489796
,,,13.04347826
,,,8.620689655
,,,50
,,,33.33333333
,,,33.33333333
,,,40
,,,17.64705882
,,,6.849315068
,,,15.38461538
,,,14.81481481
,,,11.32075472
,,,4.938271605
,,,18.18181818
,,,10.25641026
,,,11.11111111
,,,10
,,,12.5
,,,27.77777778
,,,18.18181818
,,,23.80952381
,,,43.75
,,,6.153846154
,,,35.29411765
,,,7.01754386
,,,23.07692308
,,,42.85714286
,,,3.184713376
,,,9.523809524
,,,19.04761905
,,,43.75
,,,7.692307692
,,,3.389830508
,,,17.39130435
,,,4.938271605
,,,17.14285714
,,,10.22727273
,,,9.090909091
,,,30.76923077
,,,9.756097561
,,,6.097560976
,,,33.33333333
,,,20
,,,12.90322581
,,,10.81081081
,,,13.79310345
,,,9.302325581
,,,6.756756757
,,,57.14285714
,,,36.36363636
,,,30.76923077
,,,6.976744186
,,,57.14285714
,,,35.71428571
,,,50
,,,20
,,,20.93023256
,,,9.302325581
,,,3.25203252
,,,57.14285714
,,,17.64705882
,,,18.42105263
,,,18.18181818
,,,5.442176871
,,,11.11111111
,,,20.83333333
,,,4.938271605
,,,16.66666667
,,,33.33333333
,,,25
,,,22.22222222
,,,19.04761905
,,,25
,,,6.140350877
,,,28.57142857
,,,23.80952381
,,,42.85714286
,,,33.33333333
,,,20
,,,7.843137255
,,,12.5
,,,1.612903226
,,,30.76923077
,,,62.5
,,,20.83333333
,,,12.76595745
,,,36.36363636
,,,5.797101449
,,,12.24489796
,,,29.16666667
,,,28.57142857
,,,15.38461538
,,,2.857142857
,,,10
,,,33.33333333
,,,26.08695652
,,,13.63636364
,,,6.451612903
,,,8.163265306
,,,28
,,,41.66666667
,,,5.194805195
,,,5.405405405
,,,50
,,,66.66666667
,,,5.555555556
,,,16.36363636
,,,20
,,,12
,,,36.36363636
,,,35.71428571
,,,66.66666667
,,,17.14285714
,,,12.72727273
,,,27.5
,,,20
,,,1.515151515
,,,14.89361702
,,,21.73913043
,,,7.8125
,,,8.695652174
,,,10.52631579
,,,12.90322581
,,,4.819277108
,,,12.90322581
,,,41.66666667
,,,57.14285714
,,,11.11111111
,,,2.116402116
,,,11.76470588
,,,46.66666667
,,,30.76923077
,,,15.15151515
,,,8.571428571
,,,45.45454545
,,,16.66666667
,,,11.42857143
,,,28.57142857
,,,38.88888889
,,,15.38461538
,,,28.57142857
,,,30.76923077
,,,9.615384615
,,,27.77777778
,,,20.68965517
,,,19.51219512
,,,20
,,,7.777777778
,,,10.90909091
,,,7.777777778
,,,5.194805195
,,,29.41176471
,,,11.76470588
,,,2.597402597
,,,41.17647059
,,,10.81081081
,,,16.12903226
,,,10.52631579
,,,6.666666667
,,,15.38461538
,,,15.38461538
,,,46.15384615
,,,10
,,,27.27272727
,,,20
,,,19.23076923
,,,12.5
,,,8.888888889
,,,53.84615385
,,,20
,,,4.04040404
,,,4.854368932
,,,33.33333333
,,,25
,,,17.14285714
,,,7.272727273
,,,9.523809524
,,,36.36363636
,,,5.617977528
,,,50
,,,56.52173913
,,,11.47540984
,,,36.36363636
,,,28.57142857
,,,16.21621622
,,,8.43373494
,,,8.333333333
,,,7.407407407
,,,11.62790698
,,,3.092783505
,,,18.91891892
,,,7.142857143
,,,7.01754386
,,,13.1147541
,,,57.14285714
,,,37.5
,,,5.714285714
,,,16.66666667
,,,6.015037594
,,,40
,,,16.12903226
,,,22.22222222
,,,57.14285714
,,,55.55555556
,,,36.84210526
,,,10.16949153
,,,25.71428571
,,,30.76923077
,,,14.03508772
,,,22.22222222
,,,9.589041096
,,,30.76923077
,,,17.64705882
,,,1.038961039
,,,45.45454545
,,,11.53846154
,,,57.14285714
,,,12.5
,,,5.333333333
,,,6.666666667
,,,7.843137255
,,,9.836065574
,,,16
,,,12.19512195
,,,3.149606299
,,,24
,,,26.31578947
,,,15.15151515
,,,17.39130435
,,,31.25
,,,42.10526316
,,,17.39130435
,,,8.333333333
,,,10.16949153
,,,18.18181818
,,,15.38461538
,,,28.57142857
,,,11.36363636
,,,50
,,,4.458598726
,,,15.78947368
,,,38.46153846
,,,20
,,,19.23076923
,,,31.25
,,,11.62790698
,,,7.216494845
,,,8.333333333
,,,1.716738197
,,,45.45454545
,,,3.25203252
,,,45.45454545
,,,66.66666667
,,,3.669724771
,,,2.797202797
,,,24.44444444
,,,12.76595745
,,,7.843137255
,,,23.80952381
,,,54.54545455
,,,4.494382022
,,,26.66666667
,,,10
,,,5.072463768
,,,13.33333333
,,,9.589041096
,,,17.24137931
,,,50
,,,14.81481481
,,,14.70588235
,,,50
,,,28.125
,,,5.882352941
,,,9.589041096
,,,12
,,,11.62790698
,,,19.04761905
,,,3.418803419
,,,57.14285714
,,,20
,,,15.78947368
,,,38.88888889
,,,10.25641026
,,,5.154639175
,,,16.12903226
,,,30.76923077
,,,31.57894737
,,,66.66666667
,,,25
,,,18.18181818
,,,11.11111111
,,,16
,,,1.785714286
,,,12.72727273
,,,50
,,,8
,,,4.716981132
,,,50
,,,8.450704225
,,,21.21212121
,,,33.33333333
,,,38.46153846
,,,7.142857143
,,,50
,,,44.44444444
,,,20
,,,50
,,,13.79310345
,,,16.66666667
,,,8.955223881
,,,19.44444444
,,,9.803921569
,,,50
,,,14.28571429
,,,21.42857143
,,,9.333333333
,,,40
,,,15.625
,,,18.60465116
,,,36.36363636
,,,20
,,,7.272727273
,,,42.85714286
,,,31.57894737
,,,15.15151515
,,,12.5
,,,12.19512195
,,,11.9047619
,,,22.72727273
,,,6.557377049
,,,13.33333333
,,,26.08695652
,,,5.970149254
,,,4.938271605
,,,23.07692308
,,,5.434782609
,,,10.25641026
,,,9.85915493
,,,15.38461538
,,,17.39130435
,,,36.36363636
,,,57.14285714
,,,4.494382022
,,,12.5
,,,16.66666667
,,,13.95348837
,,,31.25
,,,28.57142857
,,,57.14285714
,,,27.27272727
,,,11.42857143
,,,20
,,,16.12903226
,,,10.25641026
,,,35.29411765
,,,11.66666667
,,,17.39130435
,,,11.76470588
,,,13.15789474
,,,7.272727273
,,,1.5625
,,,8.620689655
,,,5.223880597
,,,20.68965517
,,,8.24742268
,,,71.42857143
,,,7.692307692
,,,19.04761905
,,,23.52941176
,,,9.677419355
,,,7.692307692
,,,30
,,,8.163265306
,,,25
,,,6.730769231
,,,35
,,,4.597701149
,,,9.302325581
,,,7.272727273
,,,22.22222222
,,,5.633802817
,,,31.81818182
,,,46.15384615
,,,13.51351351
,,,35.29411765
,,,9.523809524
,,,33.33333333
,,,4.395604396
,,,2.285714286
,,,11.53846154
,,,24.13793103
,,,31.42857143
,,,6.451612903
,,,21.05263158
,,,11.42857143
,,,53.33333333
,,,50
,,,8.333333333
,,,28.57142857
,,,12.90322581
,,,13.79310345
,,,12.19512195
,,,17.39130435
,,,23.52941176
,,,41.66666667
,,,2.564102564
,,,10.52631579
,,,4.166666667
,,,22.72727273
,,,9.302325581
,,,8
,,,13.33333333
,,,33.33333333
,,,57.14285714
,,,36
,,,46.15384615
,,,8.333333333
,,,60
,,,14.81481481
,,,22.22222222
,,,10.25641026
,,,12.6984127
,,,6.349206349
,,,18.51851852
,,,21.21212121
,,,39.13043478
,,,5.633802817
,,,35.29411765
,,,2.857142857
,,,5.479452055
,,,44.44444444
,,,6.779661017
,,,5.970149254
,,,15.2173913
,,,25
,,,20
,,,35.71428571
,,,28.57142857
,,,16
,,,37.5
,,,11.76470588
,,,25
,,,19.04761905
,,,8.333333333
,,,7.228915663
,,,7.317073171
,,,13.46153846
,,,36.36363636
,,,25
,,,45.45454545
,,,28.57142857
,,,6.451612903
,,,20
,,,7.142857143
,,,6.557377049
,,,26.66666667
,,,20
,,,38.46153846
,,,10.44776119
,,,21.05263158
,,,8.823529412
,,,30.76923077
,,,18.42105263
,,,61.53846154
,,,18.47826087
,,,15.55555556
,,,21.73913043
,,,55.55555556
,,,4.87804878
,,,16.66666667
,,,19.35483871
,,,13.7254902
,,,5.970149254
,,,47.05882353
,,,12.90322581
,,,26.08695652
,,,8.163265306
,,,21.05263158
,,,25.80645161
,,,60
,,,42.85714286
,,,12.5
,,,11.76470588
,,,10.52631579
,,,12.06896552
,,,15.38461538
,,,1.488095238
,,,16.27906977
,,,18.91891892
,,,18.91891892
,,,23.52941176
,,,30.76923077
,,,18.51851852
,,,37.5
,,,9.090909091
,,,2.339181287
,,,2.48447205
,,,15.625
,,,14.28571429
,,,40
,,,23.52941176
,,,10.90909091
,,,17.0212766
,,,11.62790698
,,,6.779661017
,,,18.42105263
,,,22.22222222
,,,27.77777778
,,,16.21621622
,,,19.04761905
,,,12.90322581
,,,18.91891892
,,,28.57142857
,,,50
,,,75
,,,18.75
,,,23.52941176
,,,20
,,,10.81081081
,,,11.62790698
,,,2.304147465
,,,25
,,,15.78947368
,,,16.66666667
,,,14.28571429
,,,8.771929825
,,,5.208333333
,,,33.33333333
,,,35.71428571
,,,12.90322581
,,,10.71428571
,,,28.57142857
,,,8.510638298
,,,7.692307692
,,,11.86440678
,,,10.52631579
,,,16.66666667
,,,3.278688525
,,,54.54545455
,,,8.474576271
,,,4.494382022
,,,14.70588235
,,,14.28571429
,,,13.33333333
,,,8.620689655
,,,10.25641026
,,,44.44444444
,,,12
,,,38.88888889
,,,1.716738197
,,,25
,,,30
,,,50
,,,21.05263158
,,,13.7254902
,,,20
,,,16.66666667
,,,18.42105263
,,,22.22222222
,,,7.692307692
,,,29.41176471
,,,66.66666667
,,,15.78947368
,,,10
,,,23.80952381
,,,20
,,,10.16949153
,,,14.81481481
,,,12.90322581
,,,46.15384615
,,,5.940594059
,,,3.305785124
,,,30
,,,12.5
,,,8.620689655
,,,13.95348837
,,,50
,,,15
,,,31.81818182
,,,17.64705882
,,,62.5
,,,23.52941176
,,,22.22222222
,,,29.41176471
,,,5.797101449
,,,33.33333333
,,,42.85714286
,,,21.05263158
,,,10.86956522
,,,9.375
,,,7.547169811
,,,50
,,,11.9047619
,,,27.27272727
,,,63.63636364
,,,14.70588235
,,,52.94117647
,,,8.474576271
,,,3.539823009
,,,57.14285714
,,,31.57894737
,,,33.33333333
,,,38.46153846
,,,17.85714286
,,,11.11111111
,,,29.41176471
,,,15.55555556
,,,10.52631579
,,,44.44444444
,,,4.672897196
,,,17.39130435
,,,3.125
,,,22.58064516
,,,20
,,,26.31578947
,,,20.83333333
,,,55.55555556
,,,18.42105263
,,,10
,,,26.92307692
,,,22.22222222
,,,50
,,,16
,,,11.32075472
,,,20.83333333
,,,11.32075472
,,,23.52941176
,,,26.66666667
,,,37.5
,,,20
,,,58.33333333
,,,16.21621622
,,,5.813953488
,,,12.5
,,,10.9375
,,,6.25
,,,13.33333333
,,,4.87804878
,,,13.88888889
,,,18.42105263
,,,14.81481481
,,,17.94871795
,,,15.38461538
,,,9.523809524
,,,11.32075472
,,,58.33333333
,,,14.81481481
,,,7.547169811
,,,4.901960784
,,,23.52941176
,,,9.523809524
,,,17.39130435
,,,33.33333333
,,,13.79310345
,,,5.970149254
,,,1.801801802
,,,12.24489796
,,,10
,,,47.05882353
,,,60
,,,21.05263158
,,,23.33333333
,,,22.22222222
,,,14.89361702
,,,30.76923077
,,,20
,,,7.142857143
,,,13.79310345
,,,55.55555556
,,,18.18181818
,,,9.523809524
,,,6.666666667
,,,36.36363636
,,,13.33333333
,,,23.80952381
,,,23.33333333
,,,17.24137931
,,,10.16949153
,,,6.18556701
,,,42.85714286
,,,34.28571429
,,,62.5
,,,3.100775194
,,,41.66666667
,,,17.64705882
,,,17.0212766
,,,32
,,,12.5
,,,62.5
,,,8.620689655
,,,11.42857143
,,,20
,,,57.14285714
,,,19.04761905
,,,14.28571429
,,,14.28571429
,,,40
,,,9.090909091
,,,14.70588235
,,,10.52631579
,,,33.33333333
,,,29.41176471
,,,27.77777778
,,,61.9047619
,,,13.79310345
,,,50
,,,15.2173913
,,,22.22222222
,,,23.80952381
,,,8.474576271
,,,9.433962264
,,,10.81081081
,,,7.407407407
,,,14.70588235
,,,57.14285714
,,,19.44444444
,,,8
,,,20.83333333
,,,11.42857143
,,,11.76470588
,,,21.21212121
,,,20
,,,13.39285714
,,,7.317073171
,,,13.63636364
,,,11.76470588
,,,21.05263158
,,,50
,,,11.76470588
,,,25
,,,11.76470588
,,,15.38461538
,,,10.25641026
,,,9.375
,,,9.090909091
,,,3.921568627
,,,22.72727273
,,,5.882352941
,,,1.01010101
,,,35.71428571
,,,4.545454545
,,,33.33333333
,,,57.14285714
,,,6.172839506
,,,3.164556962
,,,9.375
,,,8.695652174
,,,33.33333333
,,,2.684563758
,,,13.95348837
,,,19.23076923
,,,62.5
,,,16.66666667
,,,31.57894737
,,,5
,,,41.66666667
,,,9.523809524
,,,14.81481481
,,,8.163265306
,,,5.714285714
,,,22.72727273
,,,38.46153846
,,,26.66666667
,,,7.228915663
,,,10.16949153
,,,3.896103896
,,,12.90322581
,,,44.44444444
,,,9.523809524
,,,45.45454545
,,,2.5
,,,45.45454545
,,,8.450704225
,,,22.58064516
,,,2.380952381
,,,10.90909091
,,,6.666666667
,,,44.44444444
,,,22.72727273
,,,41.66666667
,,,33.33333333
,,,21.62162162
,,,36.36363636
,,,3.669724771
,,,10.63829787
,,,11.11111111
,,,19.04761905
,,,3.773584906
,,,3.205128205
,,,50
,,,36.36363636
,,,15.38461538
,,,57.14285714
,,,6.25
,,,17.24137931
,,,10.25641026
,,,38.88888889
,,,8.771929825
,,,24
,,,31.57894737
,,,13.33333333
,,,50
,,,7.894736842
,,,7.142857143
,,,20
,,,12.06896552
,,,14.28571429
,,,22.72727273
,,,2.836879433
,,,5.882352941
,,,9.523809524
,,,3.205128205
,,,4.597701149
,,,28.57142857
,,,26.66666667
,,,19.04761905
,,,13.33333333
,,,16
,,,60
,,,14.28571429
,,,22.22222222
,,,16.66666667
,,,3.571428571
,,,10.81081081
,,,6.849315068
,,,17.07317073
,,,5.882352941
,,,22.22222222
,,,41.17647059
,,,28.57142857
,,,31.25
,,,21.05263158
,,,8.333333333
,,,23.52941176
,,,50
,,,10.16949153
,,,13.79310345
,,,17.94871795
,,,12.5
,,,33.33333333
,,,13.04347826
,,,33.33333333
,,,20
,,,12.12121212
,,,22.22222222
,,,30.3030303
,,,7.843137255
,,,11.47540984
,,,22.72727273
,,,47.05882353
,,,11.42857143
,,,9.677419355
,,,17.24137931
,,,6.349206349
,,,5
,,,33.33333333
,,,25
,,,28.57142857
,,,16.21621622
,,,24.13793103
,,,44.44444444
,,,50
,,,5.970149254
,,,38.46153846
,,,11.42857143
,,,32.14285714
,,,3.053435115
,,,7.692307692
,,,20
,,,7.843137255
,,,45.45454545
,,,7.692307692
,,,4.597701149
,,,3.603603604
,,,14.86486486
,,,20
,,,62.5
,,,3.47826087
,,,23.52941176
,,,4.347826087
,,,7.692307692
,,,12.5
,,,6.896551724
,,,2.777777778
,,,27.27272727
,,,20
,,,44.44444444
,,,9.756097561
,,,10.90909091
,,,40
,,,30.76923077
,,,40
,,,5.063291139
,,,28.57142857
,,,22.72727273
,,,4
,,,17.24137931
,,,6.896551724
,,,30.76923077
,,,10.25641026
,,,36.36363636
,,,11.11111111
,,,12.19512195
,,,2.877697842
,,,30
,,,9.615384615
,,,10.86956522
,,,7.407407407
,,,50
,,,38.46153846
,,,6.153846154
,,,15
,,,15
,,,61.53846154
,,,15.15151515
,,,14.89361702
,,,4.166666667
,,,42.85714286
,,,22.85714286
,,,8.333333333
,,,14.28571429
,,,11.9047619
,,,17.07317073
,,,33.33333333
,,,25
,,,66.66666667
,,,10.44776119
,,,25.80645161
,,,21.05263158
,,,11.86440678
,,,58.33333333
,,,10.16949153
,,,6.451612903
,,,30.76923077
,,,20
,,,6.741573034
,,,15.38461538
,,,7.142857143
,,,8.510638298
,,,12.12121212
,,,42.85714286
,,,13.63636364
,,,50
,,,22.22222222
,,,8.510638298
,,,41.66666667
,,,15.55555556
,,,26.66666667
,,,28.57142857
,,,4.819277108
,,,56.25
,,,11.29032258
,,,38.46153846
,,,7.843137255
,,,53.84615385
,,,3.738317757
,,,30.76923077
,,,10.25641026
,,,18.91891892
,,,7.01754386
,,,25
,,,33.33333333
,,,29.62962963
,,,14.0625
,,,8.620689655
,,,13.15789474
,,,13.51351351
,,,2.18579235
,,,16.36363636
,,,8.510638298
,,,9.734513274
,,,13.51351351
,,,31.57894737
,,,7.462686567
,,,27.77777778
,,,7.01754386
,,,10
,,,26.08695652
,,,40
,,,38.46153846
,,,2.083333333
,,,4.464285714
,,,33.33333333
,,,11.11111111
,,,50
,,,25
,,,13.88888889
,,,2.797202797
,,,29.41176471
,,,26.08695652
,,,24
,,,4.938271605
,,,20
,,,1.687763713
,,,55.55555556
,,,26.66666667
,,,6.329113924
,,,6
,,,6.896551724
,,,4.87804878
,,,17.39130435
,,,3.50877193
,,,2.02020202
,,,14.28571429
,,,54.54545455
,,,46.66666667
,,,27.77777778
,,,36.36363636
,,,15.38461538
,,,17.24137931
,,,14.58333333
,,,27.27272727
,,,50
,,,15.38461538
,,,16
,,,17.39130435
,,,7.246376812
,,,57.14285714
,,,3.243243243
,,,12.72727273
,,,3.053435115
,,,10
,,,17.39130435
,,,11.9047619
,,,5.376344086
,,,11.32075472
,,,5.263157895
,,,6.349206349
,,,40
,,,33.33333333
,,,14.63414634
,,,20
,,,8
,,,15.15151515
,,,33.33333333
,,,9.89010989
,,,27.77777778
,,,41.66666667
,,,6.896551724
,,,8.333333333
,,,46.15384615
,,,13.7254902
,,,15.15151515
,,,10
,,,32
,,,41.66666667
,,,78.57142857
,,,4.301075269
,,,46.66666667
,,,57.14285714
,,,14.89361702
,,,57.14285714
,,,20.83333333
,,,22.44897959
,,,40
,,,33.33333333
,,,12.12121212
,,,66.66666667
,,,10.25641026
,,,9.090909091
,,,5.128205128
,,,17.39130435
,,,9.803921569
,,,8.695652174
,,,16.66666667
,,,3.816793893
,,,21.73913043
,,,33.33333333
,,,7.407407407
,,,5.333333333
,,,62.5
,,,16.12903226
,,,13.20754717
,,,41.66666667
,,,12.12121212
,,,9.523809524
,,,31.25
,,,10.25641026
,,,18.75
,,,13.33333333
,,,57.14285714
,,,6.896551724
,,,19.04761905
,,,1.238390093
,,,40
,,,5.970149254
,,,11.76470588
,,,45.45454545
,,,57.14285714
,,,8.333333333
,,,29.41176471
,,,5.185185185
,,,9.756097561
,,,21.73913043
,,,5.681818182
,,,19.44444444
,,,5.063291139
,,,7.8125
,,,36.36363636
,,,57.14285714
,,,25.92592593
,,,14.81481481
,,,58.33333333
,,,8.695652174
,,,11.62790698
,,,9.090909091
,,,4.166666667
,,,27.77777778
,,,12.76595745
,,,18.18181818
,,,22.72727273
,,,22.72727273
,,,6.25
,,,36.66666667
,,,14
,,,36.84210526
,,,19.04761905
,,,5
,,,43.75
,,,33.33333333
,,,3.614457831
,,,8.163265306
,,,23.52941176
,,,19.04761905
,,,38.46153846
,,,7.042253521
,,,27.77777778
,,,22.72727273
,,,19.04761905
,,,17.39130435
,,,14.81481481
,,,25
,,,20.83333333
,,,8.139534884
,,,10.52631579
,,,44.44444444
,,,10
,,,28.57142857
,,,30
,,,50
,,,18.18181818
,,,25
,,,2.298850575
,,,2.762430939
,,,18.18181818
,,,9.333333333
,,,14.81481481
,,,17.64705882
,,,16.66666667
,,,10
,,,28.57142857
,,,13.79310345
,,,30.76923077
,,,4.87804878
,,,29.03225806
,,,17.64705882
,,,15.15151515
,,,14.28571429
,,,20
,,,16.66666667
,,,20
,,,63.63636364
,,,7.142857143
,,,5.128205128
,,,8.771929825
,,,18.18181818
,,,5.617977528
,,,4.545454545
,,,12.12121212
,,,46.15384615
,,,17.5
,,,3.649635036
,,,5.747126437
,,,11.11111111
,,,14
,,,62.5
,,,41.66666667
,,,10.20408163
,,,32.14285714
,,,37.5
,,,38.46153846
,,,70
,,,19.51219512
,,,6.329113924
,,,23.52941176
,,,16.66666667
,,,28.57142857
,,,29.41176471
,,,4.819277108
,,,27.77777778
,,,57.14285714
,,,6.896551724
,,,46.15384615
,,,6.666666667
,,,11.42857143
,,,14.28571429
,,,10.20408163
,,,12.5
,,,10
,,,12.12121212
,,,11.42857143
,,,11.9047619
,,,20
,,,30.76923077
,,,7.936507937
,,,33.33333333
,,,5.617977528
,,,5.479452055
,,,5.797101449
,,,5.797101449
,,,25
,,,28.57142857
,,,20
,,,17.39130435
,,,14
,,,25
,,,66.66666667
,,,36.36363636
,,,9.090909091
,,,7.462686567
,,,6.666666667
,,,38.46153846
,,,8.333333333
,,,13.63636364
,,,6.060606061
,,,29.41176471
,,,16
,,,40
,,,6.593406593
,,,41.66666667
,,,29.41176471
,,,12.90322581
,,,41.66666667
,,,38.46153846
,,,11.76470588
,,,12.90322581
,,,52.63157895
,,,35.71428571
,,,22.22222222
,,,54.54545455
,,,22.22222222
,,,13.79310345
,,,15.15151515
,,,23.33333333
,,,10
,,,20
,,,25
,,,38.88888889
,,,5.555555556
,,,80
,,,8.219178082
,,,60
,,,16.66666667
,,,4.444444444
,,,23.80952381
,,,23.80952381
,,,11.9047619
,,,4.255319149
,,,17.39130435
,,,12
,,,3.048780488
,,,35
,,,7.8125
,,,9.090909091
,,,12.96296296
,,,36.36363636
,,,54.54545455
,,,66.66666667
,,,2.222222222
,,,9.459459459
,,,20
,,,18.75
,,,16.36363636
,,,4.255319149
,,,27.77777778
,,,6.153846154
,,,26.66666667
,,,8.333333333
,,,53.84615385
,,,13.79310345
,,,11.76470588
,,,21.05263158
,,,17.24137931
,,,6.060606061
,,,5.970149254
,,,50
,,,46.15384615
,,,9.302325581
,,,10.29411765
,,,40.54054054
,,,4.255319149
,,,5.263157895
,,,24.32432432
,,,18.75
,,,3.389830508
,,,13.33333333
,,,41.66666667
,,,57.14285714
,,,33.33333333
,,,4.255319149
,,,72.72727273
,,,20.58823529
,,,46.42857143
,,,36.36363636
,,,40
,,,13.88888889
,,,11.11111111
,,,62.5
,,,30.76923077
,,,40
,,,20
,,,8.510638298
,,,11.11111111
,,,10.52631579
,,,11.9047619
,,,12.12121212
,,,10.52631579
,,,20
,,,3.418803419
,,,38.46153846
,,,7.692307692
,,,3.539823009
,,,17.5
,,,2.424242424
,,,21.05263158
,,,13.63636364
,,,22.22222222
,,,16.41791045
,,,25
,,,31.81818182
,,,10.34482759
,,,19.04761905
,,,23.52941176
,,,24.13793103
,,,26.66666667
,,,19.04761905
,,,3.225806452
,,,14.89361702
,,,35
,,,33.33333333
,,,28.57142857
,,,20.58823529
,,,42.85714286
,,,11.11111111
,,,36.36363636
,,,2.564102564
,,,28.57142857
,,,3.2
,,,3.333333333
,,,44.44444444
,,,9.756097561
,,,21.05263158
,,,57.14285714
,,,11.76470588
,,,20.83333333
,,,28.57142857
,,,11.26760563
,,,15
,,,7.272727273
,,,45.45454545
,,,26.31578947
,,,23.80952381
,,,26.92307692
,,,29.41176471
,,,30.76923077
,,,31.25
,,,23.52941176
,,,35.29411765
,,,11.11111111
,,,44.44444444
,,,13.63636364
,,,31.57894737
,,,16
,,,16
,,,58.33333333
,,,7.01754386
,,,15.38461538
,,,21.73913043
,,,3.883495146
,,,18.42105263
,,,10.52631579
,,,25
,,,20
,,,42.85714286
,,,25
,,,7.692307692
,,,17.85714286
,,,15.78947368
,,,25
,,,16.21621622
,,,13.15789474
,,,8.695652174
,,,25
,,,12.82051282
,,,4.210526316
,,,14.28571429
,,,18.18181818
,,,3.100775194
,,,78.57142857
,,,28.57142857
,,,10.71428571
,,,11.42857143
,,,5.633802817
,,,11.76470588
,,,18.42105263
,,,32
,,,26.66666667
,,,30.76923077
,,,29.62962963
,,,66.66666667
,,,19.44444444
,,,55.55555556
,,,40
,,,25
,,,1.619433198
,,,9.523809524
,,,14.81481481
,,,45.45454545
,,,21.05263158
,,,7.547169811
,,,7.843137255
,,,18.51851852
,,,8.510638298
,,,46.15384615
,,,18.75
,,,40
,,,35.29411765
,,,20.83333333
,,,14.81481481
,,,12.5
,,,13.63636364
