fragment, used, inprojects, sloc, usedsloc, percent,
14234663_0.java,13,13,27,6,0.222222222,
14629806_0.java,13,13,15,5,0.333333333,
18666549_0.java,13,7,62,4,0.064516129,
23520118_0.java,13,9,66,4,0.060606061,
15305122_1.java,13,8,10,5,0.5,
12792302_0.java,13,13,13,5,0.384615385,
19925639_0.java,13,13,32,6,0.1875,
152593_0.java,13,13,21,5,0.238095238,
1326239_0.java,13,11,10,4,0.4,
23915662_1.java,13,13,42,5,0.119047619,
15502221_1.java,13,9,9,5,0.555555556,
16763771_0.java,13,11,33,7,0.212121212,
4766677_1.java,13,12,43,4,0.093023256,
15662592_0.java,13,13,69,4,0.057971014,
18441736_3.java,13,9,13,6,0.461538462,
24525926_0.java,13,8,71,5,0.070422535,
18990499_0.java,13,3,22,6,0.272727273,
17737374_0.java,13,9,14,5,0.357142857,
7870639_1.java,13,13,9,5,0.555555556,
10476909_0.java,13,13,217,4,0.01843318,
21514297_0.java,13,13,19,5,0.263157895,
14186890_0.java,13,4,11,4,0.363636364,
14436331_0.java,13,12,62,4,0.064516129,
16831219_0.java,13,5,33,4,0.121212121,
20665143_1.java,13,13,44,5,0.113636364,
23822659_0.java,13,11,49,5,0.102040816,
16355256_0.java,13,13,12,6,0.5,
10548630_0.java,13,9,106,4,0.037735849,
9480711_0.java,13,13,11,4,0.363636364,
11958726_1.java,13,6,21,6,0.285714286,
21904613_0.java,13,9,23,5,0.217391304,
23520586_0.java,13,12,6,4,0.666666667,
3172943_0.java,13,12,42,5,0.119047619,
22436230_0.java,13,10,23,4,0.173913043,
18947575_2.java,13,5,10,4,0.4,
16626216_0.java,13,12,10,5,0.5,
3552353_0.java,13,13,10,4,0.4,
16655587_0.java,13,12,9,4,0.444444444,
2302287_0.java,13,9,15,5,0.333333333,
5561922_0.java,13,10,14,4,0.285714286,
7893025_0.java,13,11,96,4,0.041666667,
5063228_0.java,13,11,23,7,0.304347826,
24714645_1.java,13,13,11,5,0.454545455,
3393662_0.java,13,9,10,4,0.4,
17362242_0.java,13,11,16,5,0.3125,
21481473_1.java,13,12,9,4,0.444444444,
25348702_0.java,13,13,33,4,0.121212121,
18746499_1.java,13,8,11,5,0.454545455,
855233_1.java,13,12,17,5,0.294117647,
9295014_0.java,13,13,25,4,0.16,
21158947_0.java,13,12,5,4,0.8,
19809268_0.java,13,13,22,5,0.227272727,
15363570_0.java,13,12,72,4,0.055555556,
8225240_0.java,13,6,20,4,0.2,
21514297_2.java,13,13,55,5,0.090909091,
15625304_1.java,13,12,12,6,0.5,
14541963_0.java,13,5,43,8,0.186046512,
818094_0.java,13,13,9,5,0.555555556,
1789864_0.java,13,13,9,5,0.555555556,
878929_0.java,13,13,13,5,0.384615385,
12049139_0.java,13,9,96,6,0.0625,
14370333_0.java,13,9,24,4,0.166666667,
8573566_0.java,13,13,56,4,0.071428571,
12816829_0.java,13,10,14,4,0.285714286,
12176379_0.java,13,12,11,4,0.363636364,
12254748_0.java,13,9,25,7,0.28,
22228988_1.java,13,13,20,5,0.25,
3427715_0.java,13,8,7,4,0.571428571,
7654398_0.java,13,11,43,7,0.162790698,
15931754_0.java,13,7,10,5,0.5,
5170275_0.java,13,10,9,4,0.444444444,
3262291_0.java,13,12,14,4,0.285714286,
16027113_0.java,13,13,15,5,0.333333333,
12098540_0.java,13,11,14,4,0.285714286,
23463161_0.java,13,13,14,4,0.285714286,
5511476_0.java,13,6,54,4,0.074074074,
4814101_0.java,13,5,11,5,0.454545455,
23216435_0.java,13,7,45,4,0.088888889,
21817061_0.java,13,9,15,5,0.333333333,
10446892_0.java,13,9,30,6,0.2,
14777213_0.java,13,8,9,4,0.444444444,
14615375_0.java,13,11,64,4,0.0625,
5390482_0.java,13,12,10,4,0.4,
14174789_0.java,13,9,78,5,0.064102564,
13582595_1.java,13,13,12,6,0.5,
17682032_0.java,13,11,20,5,0.25,
24085080_0.java,13,11,26,7,0.269230769,
8320344_0.java,13,13,37,7,0.189189189,
16245953_0.java,13,12,31,4,0.129032258,
15975716_0.java,13,9,13,5,0.384615385,
7452490_0.java,13,9,8,4,0.5,
1285785_0.java,13,12,27,6,0.222222222,
22222392_0.java,13,9,10,5,0.5,
16370543_0.java,13,13,25,6,0.24,
19174200_0.java,13,13,10,5,0.5,
7470378_0.java,13,5,33,5,0.151515152,
7009323_0.java,13,6,76,5,0.065789474,
18161914_0.java,13,9,58,5,0.086206897,
5902369_0.java,13,11,9,4,0.444444444,
19323150_0.java,13,12,10,4,0.4,
7224229_0.java,13,13,11,5,0.454545455,
9504941_0.java,13,11,78,5,0.064102564,
25141679_2.java,13,6,13,5,0.384615385,
7593995_0.java,13,10,26,5,0.192307692,
5999389_0.java,13,11,37,9,0.243243243,
22657534_0.java,13,12,8,6,0.75,
24926953_0.java,13,13,10,5,0.5,
11118111_0.java,13,5,24,5,0.208333333,
24507049_0.java,13,13,13,4,0.307692308,
18714693_4.java,13,12,93,4,0.043010753,
25063927_1.java,13,13,22,6,0.272727273,
15968948_0.java,13,11,17,7,0.411764706,
20990171_0.java,13,11,13,4,0.307692308,
24246311_0.java,13,5,16,4,0.25,
13309789_0.java,13,9,137,4,0.02919708,
22435901_0.java,13,13,28,4,0.142857143,
3105149_0.java,13,10,31,5,0.161290323,
24839492_0.java,13,13,33,5,0.151515152,
21844803_0.java,12,10,70,4,0.057142857,
11916593_4.java,12,7,26,6,0.230769231,
19680975_0.java,12,4,23,6,0.260869565,
13706475_0.java,12,9,8,4,0.5,
20884108_0.java,12,10,30,4,0.133333333,
16416214_1.java,12,12,33,4,0.121212121,
4801039_0.java,12,9,5,4,0.8,
10543862_0.java,12,9,27,6,0.222222222,
19806383_2.java,12,3,29,6,0.206896552,
5702327_0.java,12,10,24,4,0.166666667,
3268787_1.java,12,9,10,4,0.4,
2695676_0.java,12,12,27,4,0.148148148,
4611413_0.java,12,9,7,5,0.714285714,
580181_0.java,12,12,6,4,0.666666667,
1400977_0.java,12,12,44,4,0.090909091,
9828344_0.java,12,5,105,5,0.047619048,
22731482_0.java,12,10,72,5,0.069444444,
17551684_0.java,12,5,15,5,0.333333333,
2150929_0.java,12,12,73,8,0.109589041,
22532681_1.java,12,10,8,5,0.625,
23887950_0.java,12,12,61,4,0.06557377,
13487790_0.java,12,10,42,4,0.095238095,
10365092_0.java,12,9,14,4,0.285714286,
13156207_0.java,12,10,27,5,0.185185185,
24817622_1.java,12,6,10,4,0.4,
17424930_3.java,12,5,14,5,0.357142857,
12892346_0.java,12,10,51,4,0.078431373,
18738985_0.java,12,8,31,5,0.161290323,
2924922_0.java,12,11,18,5,0.277777778,
14717630_2.java,12,11,28,4,0.142857143,
9313085_0.java,12,4,55,6,0.109090909,
19281081_0.java,12,7,19,4,0.210526316,
17123266_0.java,12,10,155,4,0.025806452,
23798813_0.java,12,7,113,4,0.03539823,
14004792_0.java,12,8,6,5,0.833333333,
25582448_0.java,12,11,24,4,0.166666667,
22324720_0.java,12,9,11,4,0.363636364,
14346483_1.java,12,6,34,7,0.205882353,
19622075_0.java,12,7,10,4,0.4,
20666930_0.java,12,10,27,5,0.185185185,
11120625_0.java,12,12,11,5,0.454545455,
23470403_0.java,12,11,7,4,0.571428571,
21277741_1.java,12,12,13,4,0.307692308,
15033045_0.java,12,4,25,5,0.2,
13678077_1.java,12,10,84,4,0.047619048,
17324192_0.java,12,12,33,4,0.121212121,
11549157_0.java,12,11,9,4,0.444444444,
13443944_0.java,12,10,11,5,0.454545455,
8621632_0.java,12,12,13,4,0.307692308,
18384892_0.java,12,12,10,4,0.4,
25794225_0.java,12,7,15,6,0.4,
11009177_0.java,12,11,7,4,0.571428571,
12066094_2.java,12,3,7,4,0.571428571,
2679388_0.java,12,11,29,4,0.137931034,
24784632_0.java,12,9,36,6,0.166666667,
21518986_0.java,12,12,26,4,0.153846154,
13778426_0.java,12,11,15,7,0.466666667,
22532681_2.java,12,10,8,5,0.625,
2574740_0.java,12,11,29,6,0.206896552,
12772130_0.java,12,11,62,5,0.080645161,
19673527_1.java,12,11,41,5,0.12195122,
2980313_0.java,12,5,22,4,0.181818182,
25723870_0.java,12,10,18,5,0.277777778,
13006691_0.java,12,11,28,5,0.178571429,
25813398_0.java,12,11,30,5,0.166666667,
21759156_0.java,12,9,33,5,0.151515152,
15625443_0.java,12,4,94,5,0.053191489,
16904012_0.java,12,4,38,5,0.131578947,
6379682_1.java,12,4,6,5,0.833333333,
15338083_1.java,12,11,12,5,0.416666667,
2055428_0.java,12,12,29,6,0.206896552,
18292479_0.java,12,10,75,5,0.066666667,
8980307_1.java,12,10,42,4,0.095238095,
25541267_0.java,12,8,24,4,0.166666667,
6412826_1.java,12,11,13,4,0.307692308,
1075702_0.java,12,10,18,5,0.277777778,
24268908_0.java,12,8,53,4,0.075471698,
18406128_0.java,12,11,18,5,0.277777778,
19552923_1.java,12,10,28,4,0.142857143,
12760348_1.java,12,8,16,5,0.3125,
13268806_0.java,12,12,15,5,0.333333333,
2901985_1.java,12,9,7,4,0.571428571,
6100866_0.java,12,12,10,4,0.4,
24003162_0.java,12,12,46,4,0.086956522,
10697956_0.java,12,10,13,4,0.307692308,
25428142_0.java,12,11,13,4,0.307692308,
1237770_0.java,12,11,33,6,0.181818182,
10344761_0.java,12,11,11,4,0.363636364,
13827803_0.java,12,9,8,5,0.625,
24861223_0.java,12,11,25,4,0.16,
13935648_0.java,12,12,24,4,0.166666667,
10678669_2.java,12,5,11,5,0.454545455,
22595225_0.java,12,12,79,5,0.063291139,
13378931_0.java,12,4,50,5,0.1,
1658735_1.java,12,12,18,6,0.333333333,
11166985_0.java,12,6,33,4,0.121212121,
16641115_0.java,12,11,79,5,0.063291139,
22427083_0.java,12,7,29,6,0.206896552,
19582123_0.java,12,7,15,4,0.266666667,
7530325_0.java,12,10,56,6,0.107142857,
13428389_0.java,12,12,75,4,0.053333333,
15673399_1.java,12,10,40,4,0.1,
17261724_0.java,12,10,69,4,0.057971014,
20410886_0.java,12,4,10,5,0.5,
18078745_0.java,12,6,54,4,0.074074074,
15445679_0.java,12,9,10,4,0.4,
13361409_0.java,12,11,12,6,0.5,
22467426_0.java,12,7,11,4,0.363636364,
14982648_2.java,12,6,21,4,0.19047619,
8050740_0.java,12,12,18,4,0.222222222,
24910981_0.java,12,6,26,5,0.192307692,
18261165_0.java,12,6,16,4,0.25,
19050763_0.java,12,6,24,5,0.208333333,
356932_0.java,12,4,20,6,0.3,
20586211_0.java,12,5,9,5,0.555555556,
9889146_0.java,12,10,13,4,0.307692308,
23827610_0.java,12,4,19,5,0.263157895,
15807593_1.java,12,11,21,4,0.19047619,
3851674_1.java,12,8,54,8,0.148148148,
22028997_1.java,12,12,8,4,0.5,
3962404_0.java,12,9,142,4,0.028169014,
14272070_0.java,12,11,7,5,0.714285714,
24937622_0.java,12,10,7,4,0.571428571,
14226229_0.java,12,12,24,6,0.25,
20836200_0.java,12,10,38,5,0.131578947,
878976_0.java,12,8,21,5,0.238095238,
9305091_0.java,12,11,42,7,0.166666667,
22627005_0.java,12,10,69,4,0.057971014,
949792_0.java,12,11,7,4,0.571428571,
19658313_0.java,12,11,15,7,0.466666667,
3028660_3.java,12,11,37,5,0.135135135,
12632535_0.java,12,8,43,4,0.093023256,
6021341_0.java,12,12,51,8,0.156862745,
10670736_1.java,12,6,33,4,0.121212121,
24903555_0.java,12,12,20,4,0.2,
9389125_0.java,12,12,22,4,0.181818182,
25011206_3.java,12,11,16,4,0.25,
1780910_1.java,12,12,17,4,0.235294118,
12300924_0.java,12,9,57,11,0.192982456,
12758725_0.java,12,8,22,6,0.272727273,
17762426_5.java,12,11,36,4,0.111111111,
17744277_0.java,12,10,23,4,0.173913043,
23878634_0.java,12,9,31,4,0.129032258,
1156350_0.java,12,10,13,4,0.307692308,
8889621_0.java,12,11,14,4,0.285714286,
17493257_0.java,12,11,16,5,0.3125,
14467401_0.java,12,11,11,5,0.454545455,
19682379_0.java,12,6,69,5,0.072463768,
9890925_0.java,12,12,13,4,0.307692308,
19666083_0.java,12,11,32,5,0.15625,
6020436_1.java,12,12,28,9,0.321428571,
13258601_1.java,12,6,6,5,0.833333333,
8123951_0.java,12,10,22,5,0.227272727,
22423215_0.java,12,9,51,4,0.078431373,
24690638_1.java,12,12,45,7,0.155555556,
14544411_1.java,12,12,9,4,0.444444444,
2291801_0.java,12,12,33,7,0.212121212,
151932_0.java,12,10,7,4,0.571428571,
22741584_0.java,12,11,16,6,0.375,
4717730_0.java,12,7,11,4,0.363636364,
23468504_0.java,12,4,26,6,0.230769231,
20002892_0.java,12,6,13,4,0.307692308,
10286880_0.java,12,7,20,4,0.2,
13225550_0.java,12,10,8,4,0.5,
25047137_0.java,12,12,7,4,0.571428571,
24148166_0.java,12,12,18,5,0.277777778,
3316920_0.java,12,12,42,4,0.095238095,
25732696_1.java,12,6,15,5,0.333333333,
3363326_1.java,12,12,10,4,0.4,
13835490_0.java,12,12,8,4,0.5,
8590668_0.java,12,6,24,5,0.208333333,
23426528_0.java,12,10,7,4,0.571428571,
12176282_0.java,12,9,65,4,0.061538462,
19741455_0.java,12,12,29,4,0.137931034,
5943978_0.java,12,9,74,5,0.067567568,
17802377_0.java,12,12,40,4,0.1,
20085921_0.java,12,11,8,4,0.5,
15020558_1.java,12,8,22,5,0.227272727,
21530121_0.java,12,5,9,5,0.555555556,
6897511_0.java,12,12,8,5,0.625,
24081335_0.java,12,11,8,4,0.5,
18194418_0.java,12,12,42,4,0.095238095,
15898312_0.java,12,10,26,4,0.153846154,
10886503_0.java,12,9,30,4,0.133333333,
21361030_0.java,12,7,8,4,0.5,
24040367_0.java,12,9,7,4,0.571428571,
7662537_0.java,12,11,15,6,0.4,
12678072_0.java,12,10,42,4,0.095238095,
3225630_0.java,12,9,186,5,0.02688172,
5523257_0.java,12,8,18,4,0.222222222,
23300658_2.java,12,12,49,5,0.102040816,
3914836_0.java,12,12,9,4,0.444444444,
9134371_0.java,12,10,61,5,0.081967213,
14944766_0.java,12,12,12,4,0.333333333,
14975126_0.java,12,12,17,4,0.235294118,
8764898_0.java,12,7,29,5,0.172413793,
1912266_0.java,12,4,8,5,0.625,
8231380_0.java,12,8,19,5,0.263157895,
7384057_0.java,12,11,27,5,0.185185185,
5273570_0.java,12,11,17,5,0.294117647,
13480123_0.java,12,12,104,5,0.048076923,
18922785_0.java,12,9,9,5,0.555555556,
11904323_0.java,12,10,14,4,0.285714286,
10432938_0.java,12,11,58,4,0.068965517,
22198029_0.java,12,7,14,4,0.285714286,
16716756_0.java,12,10,14,4,0.285714286,
24987022_0.java,12,11,6,4,0.666666667,
16411076_0.java,12,11,36,5,0.138888889,
10741467_0.java,12,10,23,7,0.304347826,
799644_0.java,12,6,47,4,0.085106383,
14848779_0.java,12,5,30,5,0.166666667,
3937867_0.java,12,11,9,4,0.444444444,
24639139_0.java,12,12,13,5,0.384615385,
4216850_0.java,12,12,18,5,0.277777778,
23986978_1.java,12,12,71,6,0.084507042,
4050158_0.java,12,9,28,4,0.142857143,
18919844_1.java,12,10,70,4,0.057142857,
6002852_0.java,12,2,16,7,0.4375,
15279_0.java,12,12,31,5,0.161290323,
14623270_0.java,12,11,11,4,0.363636364,
16629787_1.java,12,12,139,5,0.035971223,
23716568_0.java,12,12,10,4,0.4,
24395398_1.java,12,12,19,5,0.263157895,
6682574_0.java,12,10,19,5,0.263157895,
25222526_0.java,12,10,94,5,0.053191489,
1011970_1.java,12,12,8,5,0.625,
6159029_1.java,12,12,101,6,0.059405941,
15633798_0.java,12,10,10,4,0.4,
8726010_0.java,12,12,19,5,0.263157895,
16183726_0.java,12,11,32,6,0.1875,
15850411_0.java,12,6,7,4,0.571428571,
13789868_0.java,12,10,18,4,0.222222222,
21551374_0.java,12,8,21,5,0.238095238,
3447935_0.java,12,10,89,5,0.056179775,
19683392_0.java,12,5,29,5,0.172413793,
9132849_0.java,12,12,22,6,0.272727273,
23527508_0.java,12,7,31,4,0.129032258,
9701540_0.java,12,6,20,5,0.25,
15755139_0.java,12,10,14,5,0.357142857,
25782755_0.java,12,12,12,4,0.333333333,
12829639_0.java,12,4,8,5,0.625,
19618184_0.java,12,8,28,5,0.178571429,
17819106_0.java,11,11,13,5,0.384615385,
14176961_1.java,11,7,14,4,0.285714286,
4161300_0.java,11,11,17,6,0.352941176,
2243850_0.java,11,7,71,7,0.098591549,
9349581_0.java,11,4,22,4,0.181818182,
4954288_0.java,11,10,20,4,0.2,
6411667_0.java,11,4,19,4,0.210526316,
24872540_0.java,11,11,12,6,0.5,
21905927_0.java,11,10,10,4,0.4,
1046344_0.java,11,7,9,4,0.444444444,
23067885_0.java,11,2,15,6,0.4,
16436221_0.java,11,10,16,4,0.25,
14074597_0.java,11,11,22,5,0.227272727,
17790973_2.java,11,10,22,8,0.363636364,
14213807_1.java,11,4,61,4,0.06557377,
23234504_0.java,11,8,29,4,0.137931034,
13606735_0.java,11,11,30,6,0.2,
10264657_0.java,11,9,9,7,0.777777778,
13302819_0.java,11,9,61,4,0.06557377,
4914625_0.java,11,9,16,5,0.3125,
3391022_0.java,11,6,15,5,0.333333333,
12576420_0.java,11,9,59,6,0.101694915,
21892165_0.java,11,10,8,5,0.625,
17413273_0.java,11,10,8,5,0.625,
10165127_0.java,11,3,57,8,0.140350877,
14963238_2.java,11,9,21,4,0.19047619,
921179_1.java,11,10,13,6,0.461538462,
14319528_0.java,11,9,9,4,0.444444444,
24246311_1.java,11,9,49,5,0.102040816,
12462420_0.java,11,7,13,6,0.461538462,
19045834_0.java,11,11,18,6,0.333333333,
1561186_0.java,11,3,24,4,0.166666667,
15338083_0.java,11,9,10,6,0.6,
19978704_0.java,11,8,16,5,0.3125,
12212870_0.java,11,5,32,4,0.125,
13215808_1.java,11,11,9,5,0.555555556,
12932548_0.java,11,10,88,10,0.113636364,
24723762_0.java,11,9,22,4,0.181818182,
6403753_0.java,11,10,59,4,0.06779661,
14927648_0.java,11,10,64,4,0.0625,
25760070_1.java,11,10,10,4,0.4,
17574508_1.java,11,10,15,5,0.333333333,
3895699_0.java,11,10,12,4,0.333333333,
7559925_0.java,11,4,8,4,0.5,
14837889_0.java,11,9,72,5,0.069444444,
18107056_0.java,11,8,70,7,0.1,
18526687_0.java,11,11,98,5,0.051020408,
23821539_0.java,11,11,16,5,0.3125,
23955541_0.java,11,6,21,4,0.19047619,
13984512_0.java,11,10,20,7,0.35,
6422995_0.java,11,10,29,4,0.137931034,
19528296_0.java,11,11,38,5,0.131578947,
5439547_0.java,11,10,8,5,0.625,
8589134_0.java,11,11,37,4,0.108108108,
13293459_0.java,11,9,7,4,0.571428571,
25376014_0.java,11,9,16,4,0.25,
3114994_0.java,11,11,29,5,0.172413793,
25218593_0.java,11,8,11,4,0.363636364,
25424476_2.java,11,7,35,5,0.142857143,
11439019_0.java,11,11,111,6,0.054054054,
23304147_0.java,11,9,12,5,0.416666667,
24232297_1.java,11,8,46,5,0.108695652,
5138114_0.java,11,11,45,4,0.088888889,
15989165_0.java,11,11,12,4,0.333333333,
6642007_2.java,11,5,31,7,0.225806452,
22083339_0.java,11,6,26,4,0.153846154,
22029270_0.java,11,5,45,9,0.2,
4330615_1.java,11,7,32,5,0.15625,
15391413_0.java,11,10,27,4,0.148148148,
16171060_0.java,11,11,14,6,0.428571429,
17844043_1.java,11,11,7,4,0.571428571,
22076159_0.java,11,10,16,5,0.3125,
18764836_0.java,11,11,133,4,0.030075188,
2732259_0.java,11,11,13,6,0.461538462,
1392324_0.java,11,11,50,5,0.1,
16432750_3.java,11,11,14,6,0.428571429,
2098441_1.java,11,9,14,4,0.285714286,
13776863_1.java,11,9,30,5,0.166666667,
6794081_0.java,11,10,14,4,0.285714286,
24363783_0.java,11,10,15,6,0.4,
6721175_0.java,11,6,15,4,0.266666667,
21218409_0.java,11,7,9,6,0.666666667,
1357838_0.java,11,7,21,5,0.238095238,
18991762_1.java,11,11,69,4,0.057971014,
16517624_0.java,11,9,9,4,0.444444444,
10774468_0.java,11,11,70,4,0.057142857,
23048574_0.java,11,10,36,8,0.222222222,
25510884_2.java,11,11,18,6,0.333333333,
10621738_0.java,11,11,64,7,0.109375,
20831910_3.java,11,8,63,4,0.063492063,
9776246_0.java,11,9,6,4,0.666666667,
15782126_0.java,11,5,16,5,0.3125,
19644187_2.java,11,10,29,4,0.137931034,
17907571_0.java,11,9,15,4,0.266666667,
13993455_0.java,11,9,43,4,0.093023256,
19748925_0.java,11,10,8,5,0.625,
22545562_2.java,11,6,16,4,0.25,
3359217_0.java,11,5,24,5,0.208333333,
19782892_0.java,11,11,25,4,0.16,
8578187_0.java,11,11,9,4,0.444444444,
1749194_0.java,11,9,94,4,0.042553191,
25454871_1.java,11,10,13,5,0.384615385,
19054397_0.java,11,11,41,5,0.12195122,
14709994_0.java,11,9,19,4,0.210526316,
16303850_0.java,11,8,42,11,0.261904762,
21070799_2.java,11,9,94,5,0.053191489,
16228356_1.java,11,10,21,6,0.285714286,
20537475_0.java,11,6,45,4,0.088888889,
10379328_0.java,11,4,23,5,0.217391304,
20506358_1.java,11,7,14,8,0.571428571,
20527310_1.java,11,2,25,5,0.2,
6554943_1.java,11,4,7,4,0.571428571,
7174279_0.java,11,10,16,5,0.3125,
4925197_0.java,11,3,10,6,0.6,
13375156_0.java,11,4,10,4,0.4,
11332351_0.java,11,8,7,4,0.571428571,
17033591_1.java,11,10,35,6,0.171428571,
24024198_0.java,11,4,6,4,0.666666667,
2548872_0.java,11,11,33,4,0.121212121,
17307902_2.java,11,11,36,4,0.111111111,
21187039_0.java,11,7,10,4,0.4,
10852218_0.java,11,11,12,4,0.333333333,
24008115_0.java,11,10,19,4,0.210526316,
8456014_0.java,11,10,9,4,0.444444444,
22479500_1.java,11,11,25,4,0.16,
25510884_1.java,11,11,20,6,0.3,
21789537_1.java,11,11,21,6,0.285714286,
22174037_0.java,11,10,18,5,0.277777778,
14178973_0.java,11,9,40,6,0.15,
2949701_0.java,11,4,24,4,0.166666667,
10120715_0.java,11,8,7,4,0.571428571,
22077320_0.java,11,11,141,5,0.035460993,
24281974_0.java,11,7,19,6,0.315789474,
15097853_0.java,11,10,35,4,0.114285714,
10752770_0.java,11,9,10,5,0.5,
22009216_0.java,11,10,56,6,0.107142857,
195693_1.java,11,11,29,5,0.172413793,
19375087_1.java,11,11,48,7,0.145833333,
11907377_0.java,11,11,11,4,0.363636364,
6076171_1.java,11,11,16,5,0.3125,
9394232_0.java,11,6,23,5,0.217391304,
7312813_0.java,11,10,23,4,0.173913043,
17127080_0.java,11,9,29,6,0.206896552,
11511380_0.java,11,10,24,7,0.291666667,
18925029_1.java,11,11,7,4,0.571428571,
20314391_0.java,11,8,16,5,0.3125,
2000587_0.java,11,4,22,4,0.181818182,
8442974_2.java,11,11,11,5,0.454545455,
17256659_0.java,11,10,43,6,0.139534884,
2098441_0.java,11,9,32,4,0.125,
14457295_0.java,11,10,83,4,0.048192771,
11542509_0.java,11,5,25,6,0.24,
5566376_0.java,11,10,24,4,0.166666667,
14325796_0.java,11,8,15,4,0.266666667,
14000777_0.java,11,11,38,6,0.157894737,
20407711_0.java,11,10,9,5,0.555555556,
12252018_0.java,11,11,25,7,0.28,
8188319_0.java,11,8,7,4,0.571428571,
15005538_0.java,11,9,29,4,0.137931034,
21962866_0.java,11,10,26,5,0.192307692,
22686101_0.java,11,11,24,5,0.208333333,
16539546_0.java,11,7,10,5,0.5,
15720637_0.java,11,10,6,5,0.833333333,
22325528_0.java,11,10,10,5,0.5,
19774331_0.java,11,10,10,4,0.4,
14353990_1.java,11,2,19,6,0.315789474,
13026023_1.java,11,10,40,6,0.15,
7640088_0.java,11,4,16,4,0.25,
25359751_0.java,11,10,24,5,0.208333333,
24040129_0.java,11,10,21,4,0.19047619,
11424606_0.java,11,6,51,7,0.137254902,
23675344_0.java,11,10,10,5,0.5,
19125007_0.java,11,8,10,4,0.4,
9606868_0.java,11,7,23,4,0.173913043,
5813250_1.java,11,9,10,5,0.5,
12985058_1.java,11,10,56,5,0.089285714,
25292753_0.java,11,10,25,5,0.2,
1408282_0.java,11,8,162,4,0.024691358,
15373186_0.java,11,11,133,4,0.030075188,
21070799_0.java,11,11,12,5,0.416666667,
22660333_1.java,11,11,17,6,0.352941176,
17794169_0.java,11,1,34,4,0.117647059,
8756089_1.java,11,4,51,5,0.098039216,
8618831_0.java,11,10,17,4,0.235294118,
20250395_0.java,11,11,7,4,0.571428571,
13056548_0.java,11,5,13,4,0.307692308,
7505944_0.java,11,7,14,5,0.357142857,
3521544_0.java,11,6,15,8,0.533333333,
15392862_0.java,11,11,39,4,0.102564103,
20513679_0.java,11,11,132,4,0.03030303,
6435314_0.java,11,9,21,5,0.238095238,
15724003_0.java,11,7,15,4,0.266666667,
585492_0.java,11,11,27,5,0.185185185,
15023848_1.java,11,3,8,4,0.5,
11396456_1.java,11,10,41,4,0.097560976,
3911987_1.java,11,8,218,4,0.018348624,
5555017_1.java,11,9,24,4,0.166666667,
17633195_0.java,11,9,51,4,0.078431373,
15451753_0.java,11,11,19,5,0.263157895,
24365686_0.java,11,8,8,4,0.5,
3777680_0.java,11,10,10,5,0.5,
24879825_1.java,11,10,5,4,0.8,
15579219_0.java,11,3,18,8,0.444444444,
13265393_0.java,11,8,12,5,0.416666667,
14197290_1.java,11,10,44,4,0.090909091,
15172688_0.java,11,7,9,4,0.444444444,
13678077_2.java,11,10,75,4,0.053333333,
16027817_0.java,11,7,10,5,0.5,
6500226_0.java,11,10,5,4,0.8,
17739394_0.java,11,7,31,5,0.161290323,
25550216_0.java,11,10,53,4,0.075471698,
20119462_2.java,11,7,44,4,0.090909091,
18166407_0.java,11,9,23,6,0.260869565,
20350903_0.java,11,11,16,5,0.3125,
2729676_0.java,11,11,15,5,0.333333333,
20281082_0.java,11,9,137,5,0.03649635,
17090331_0.java,11,9,80,8,0.1,
2696069_0.java,11,7,156,4,0.025641026,
14213807_0.java,11,4,52,4,0.076923077,
23839705_0.java,11,11,15,4,0.266666667,
19914355_0.java,11,7,32,5,0.15625,
4630889_0.java,11,11,29,5,0.172413793,
8512419_0.java,11,8,75,5,0.066666667,
8394879_0.java,11,11,11,4,0.363636364,
16419397_0.java,11,9,9,5,0.555555556,
15023848_0.java,11,3,6,4,0.666666667,
17068427_0.java,11,11,32,4,0.125,
16773433_0.java,11,11,10,4,0.4,
16776536_0.java,11,11,8,5,0.625,
22719165_0.java,11,9,6,4,0.666666667,
20303404_0.java,11,9,42,5,0.119047619,
2633176_0.java,11,4,36,4,0.111111111,
22019115_0.java,11,8,13,5,0.384615385,
17970263_1.java,11,10,22,5,0.227272727,
7312337_0.java,11,10,18,4,0.222222222,
12765704_0.java,11,9,14,4,0.285714286,
6926342_0.java,11,6,14,6,0.428571429,
16913150_0.java,11,10,42,6,0.142857143,
23283611_2.java,11,10,16,5,0.3125,
5399998_0.java,11,11,33,5,0.151515152,
13328762_0.java,11,10,134,5,0.037313433,
18428518_0.java,11,7,16,5,0.3125,
15287351_0.java,11,11,12,6,0.5,
16604697_0.java,11,11,10,5,0.5,
19760192_0.java,11,10,66,7,0.106060606,
15761653_0.java,11,8,9,5,0.555555556,
8117143_1.java,11,11,18,5,0.277777778,
24879825_0.java,11,10,5,4,0.8,
22671735_0.java,11,8,45,7,0.155555556,
21768502_0.java,11,8,9,4,0.444444444,
12741362_0.java,11,4,31,5,0.161290323,
22859919_0.java,11,10,41,5,0.12195122,
21102854_0.java,11,9,55,6,0.109090909,
18928290_0.java,11,9,39,4,0.102564103,
25777517_0.java,11,10,89,5,0.056179775,
9403276_0.java,11,9,96,4,0.041666667,
19596500_0.java,11,4,27,8,0.296296296,
6844834_0.java,11,4,24,4,0.166666667,
9573816_0.java,11,10,86,4,0.046511628,
