SD,SE,ND,NE
,,,5
,,,4
,,,4
,,,4
,,,4
,,,5
,,,4
,,,5
,,,5
,,,8
,,,5
,,,4
,,,4
,,,6
,,,4
,,,5
,,,5
,,,4
,,,5
,,,6
,,,4
,,,4
,,,4
,,,6
,,,13
,,,6
,,,7
,,,4
,,,4
,,,4
,,,6
,,,4
,,,8
,,,5
,,,4
,,,7
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,6
,,,6
,,,7
,,,4
,,,7
,,,5
,,,4
,,,4
,,,4
,,,4
,,,6
,,,6
,,,5
,,,4
,,,6
,,,5
,,,4
,,,4
,,,5
,,,6
,,,6
,,,4
,,,5
,,,4
,,,8
,,,4
,,,4
,,,6
,,,5
,,,8
,,,5
,,,6
,,,4
,,,4
,,,5
,,,4
,,,5
,,,4
,,,6
,,,11
,,,5
,,,4
,,,4
,,,6
,,,8
,,,6
,,,5
,,,5
,,,4
,,,4
,,,5
,,,4
,,,5
,,,4
,,,8
,,,4
,,,6
,,,5
,,,4
,,,4
,,,4
,,,5
,,,6
,,,4
,,,5
,,,4
,,,7
,,,15
,,,4
,,,6
,,,6
,,,4
,,,6
,,,6
,,,7
,,,5
,,,4
,,,4
,,,7
,,,4
,,,15
,,,4
,,,4
,,,5
,,,5
,,,5
,,,5
,,,5
,,,6
,,,6
,,,7
,,,4
,,,4
,,,5
,,,5
,,,5
,,,5
,,,6
,,,4
,,,5
,,,6
,,,8
,,,4
,,,4
,,,6
,,,5
,,,8
,,,6
,,,6
,,,5
,,,4
,,,4
,,,4
,,,7
,,,6
,,,24
,,,4
,,,4
,,,4
,,,6
,,,4
,,,11
,,,5
,,,7
,,,4
,,,4
,,,37
,,,4
,,,11
,,,6
,,,4
,,,5
,,,4
,,,4
,,,4
,,,6
,,,5
,,,4
,,,4
,,,5
,,,5
,,,6
,,,4
,,,12
,,,7
,,,4
,,,6
,,,6
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,6
,,,5
,,,4
,,,5
,,,4
,,,4
,,,6
,,,6
,,,7
,,,6
,,,5
,,,4
,,,5
,,,6
,,,4
,,,4
,,,4
,,,5
,,,4
,,,6
,,,5
,,,4
,,,6
,,,4
,,,6
,,,6
,,,7
,,,4
,,,16
,,,5
,,,4
,,,13
,,,6
,,,8
,,,6
,,,6
,,,6
,,,4
,,,4
,,,4
,,,11
,,,4
,,,8
,,,4
,,,4
,,,5
,,,4
,,,6
,,,4
,,,4
,,,7
,,,4
,,,7
,,,5
,,,7
,,,6
,,,5
,,,4
,,,8
,,,4
,,,4
,,,5
,,,5
,,,4
,,,7
,,,5
,,,5
,,,4
,,,4
,,,7
,,,4
,,,4
,,,6
,,,6
,,,7
,,,4
,,,4
,,,6
,,,4
,,,8
,,,5
,,,4
,,,6
,,,5
,,,5
,,,5
,,,5
,,,7
,,,6
,,,4
,,,4
,,,6
,,,4
,,,4
,,,7
,,,4
,,,4
,,,5
,,,5
,,,4
,,,4
,,,5
,,,4
,,,4
,,,6
,,,8
,,,4
,,,6
,,,7
,,,9
,,,7
,,,5
,,,7
,,,4
,,,4
,,,4
,,,5
,,,4
,,,4
,,,4
,,,4
,,,5
,,,4
,,,4
,,,6
,,,5
,,,8
,,,10
,,,5
,,,7
,,,4
,,,4
,,,5
,,,4
,,,5
,,,7
,,,5
,,,5
,,,4
,,,4
,,,8
,,,4
,,,4
,,,6
,,,4
,,,5
,,,4
,,,4
,,,6
,,,6
,,,4
,,,4
,,,6
,,,4
,,,5
,,,4
,,,5
,,,4
,,,6
,,,11
,,,7
,,,6
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,7
,,,5
,,,7
,,,4
,,,4
,,,5
,,,4
,,,9
,,,8
,,,6
,,,4
,,,4
,,,4
,,,4
,,,5
,,,6
,,,5
,,,7
,,,8
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,6
,,,4
,,,5
,,,4
,,,5
,,,6
,,,4
,,,6
,,,9
,,,4
,,,4
,,,4
,,,4
,,,4
,,,7
,,,6
,,,4
,,,4
,,,9
,,,8
,,,4
,,,4
,,,7
,,,4
,,,4
,,,4
,,,4
,,,4
,,,6
,,,4
,,,4
,,,5
,,,4
,,,4
,,,5
,,,4
,,,6
,,,4
,,,5
,,,7
,,,4
,,,4
,,,5
,,,4
,,,4
,,,7
,,,4
,,,7
,,,5
,,,6
,,,4
,,,4
,,,4
,,,4
,,,5
,,,4
,,,6
,,,4
,,,4
,,,6
,,,5
,,,6
,,,7
,,,4
,,,5
,,,4
,,,4
,,,5
,,,9
,,,5
,,,11
,,,4
,,,4
,,,4
,,,7
,,,7
,,,7
,,,5
,,,4
,,,4
,,,4
,,,5
,,,6
,,,4
,,,5
,,,4
,,,4
,,,6
,,,5
,,,5
,,,5
,,,4
,,,5
,,,5
,,,11
,,,4
,,,6
,,,4
,,,4
,,,7
,,,6
,,,4
,,,6
,,,7
,,,5
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,7
,,,4
,,,6
,,,4
,,,6
,,,8
,,,5
,,,4
,,,6
,,,6
,,,4
,,,6
,,,7
,,,6
,,,4
,,,9
,,,4
,,,7
,,,4
,,,4
,,,7
,,,6
,,,4
,,,4
,,,4
,,,7
,,,6
,,,5
,,,6
,,,5
,,,6
,,,4
,,,5
,,,4
,,,4
,,,6
,,,6
,,,4
,,,4
,,,7
,,,4
,,,6
,,,5
,,,4
,,,9
,,,4
,,,5
,,,6
,,,7
,,,6
,,,8
,,,4
,,,4
,,,4
,,,9
,,,12
,,,4
,,,8
,,,4
,,,6
,,,4
,,,6
,,,5
,,,5
,,,5
,,,4
,,,4
,,,4
,,,7
,,,7
,,,7
,,,5
,,,4
,,,4
,,,4
,,,4
,,,6
,,,7
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,8
,,,4
,,,5
,,,5
,,,7
,,,6
,,,4
,,,4
,,,5
,,,4
,,,8
,,,5
,,,7
,,,5
,,,5
,,,5
,,,6
,,,4
,,,4
,,,4
,,,8
,,,8
,,,4
,,,4
,,,4
,,,7
,,,6
,,,5
,,,7
,,,4
,,,9
,,,5
,,,4
,,,4
,,,5
,,,7
,,,8
,,,4
,,,6
,,,9
,,,4
,,,6
,,,4
,,,5
,,,4
,,,5
,,,8
,,,4
,,,8
,,,4
,,,4
,,,4
,,,7
,,,4
,,,6
,,,18
,,,4
,,,4
,,,7
,,,6
,,,4
,,,4
,,,6
,,,4
,,,6
,,,4
,,,5
,,,4
,,,4
,,,4
,,,4
,,,6
,,,6
,,,6
,,,4
,,,4
,,,5
,,,5
,,,7
,,,5
,,,7
,,,6
,,,5
,,,4
,,,5
,,,6
,,,5
,,,5
,,,4
,,,4
,,,7
,,,4
,,,7
,,,5
,,,4
,,,4
,,,4
,,,4
,,,8
,,,5
,,,4
,,,7
,,,5
,,,4
,,,4
,,,7
,,,7
,,,5
,,,4
,,,6
,,,4
,,,4
,,,7
,,,4
,,,6
,,,8
,,,15
,,,4
,,,4
,,,4
,,,6
,,,5
,,,4
,,,4
,,,4
,,,4
,,,12
,,,4
,,,4
,,,7
,,,4
,,,6
,,,9
,,,4
,,,4
,,,4
,,,6
,,,4
,,,4
,,,6
,,,5
,,,4
,,,8
,,,4
,,,5
,,,6
,,,7
,,,5
,,,4
,,,6
,,,5
,,,5
,,,4
,,,4
,,,4
,,,10
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,6
,,,5
,,,4
,,,4
,,,6
,,,4
,,,7
,,,4
,,,4
,,,4
,,,5
,,,4
,,,4
,,,5
,,,5
,,,4
,,,4
,,,5
,,,4
,,,6
,,,7
,,,5
,,,4
,,,5
,,,5
,,,4
,,,4
,,,4
,,,6
,,,7
,,,7
,,,4
,,,4
,,,4
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,5
,,,8
,,,5
,,,4
,,,6
,,,4
,,,5
,,,4
,,,6
,,,7
,,,6
,,,7
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,4
,,,6
,,,5
,,,4
,,,5
,,,7
,,,4
,,,4
,,,4
,,,3
,,,4
,,,5
,,,4
,,,4
,,,7
,,,7
,,,4
,,,4
,,,7
,,,4
,,,5
,,,6
,,,4
,,,4
,,,4
,,,4
,,,4
,,,5
,,,7
,,,4
,,,4
,,,4
,,,6
,,,8
,,,4
,,,4
,,,4
,,,4
,,,8
,,,5
,,,7
,,,5
,,,6
,,,4
,,,5
,,,8
,,,6
,,,6
,,,5
,,,4
,,,11
,,,4
,,,4
,,,4
,,,7
,,,6
,,,5
,,,8
,,,4
,,,7
,,,6
,,,4
,,,4
,,,8
,,,4
,,,4
,,,6
,,,4
,,,9
,,,4
,,,9
,,,4
,,,6
,,,4
,,,4
,,,5
,,,4
,,,4
,,,4
,,,4
,,,5
,,,7
,,,4
,,,6
,,,4
,,,4
,,,6
,,,6
,,,6
,,,6
,,,8
,,,9
,,,5
,,,7
,,,4
,,,5
,,,5
,,,4
,,,6
,,,6
,,,5
,,,6
,,,7
,,,4
,,,4
,,,7
,,,5
,,,9
,,,5
,,,7
,,,5
,,,6
,,,4
,,,5
,,,5
,,,5
,,,5
,,,4
,,,6
,,,6
,,,4
,,,4
,,,5
,,,4
,,,4
,,,5
,,,5
,,,8
,,,5
,,,4
,,,6
,,,4
,,,8
,,,4
,,,7
,,,8
,,,4
,,,6
,,,4
,,,15
,,,6
,,,6
,,,4
,,,6
,,,6
,,,6
,,,11
,,,4
,,,6
,,,5
,,,5
,,,6
,,,4
,,,6
,,,7
,,,8
,,,4
,,,8
,,,4
,,,4
,,,4
,,,5
,,,4
,,,44
,,,4
,,,7
,,,8
,,,6
,,,6
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,7
,,,4
,,,5
,,,5
,,,6
,,,5
,,,7
,,,4
,,,4
,,,4
,,,6
,,,7
,,,7
,,,5
,,,4
,,,5
,,,6
,,,4
,,,4
,,,4
,,,5
,,,4
,,,6
,,,11
,,,6
,,,5
,,,6
,,,4
,,,7
,,,5
,,,4
,,,6
,,,8
,,,5
,,,6
,,,4
,,,6
,,,5
,,,4
,,,8
,,,4
,,,4
,,,4
,,,5
,,,5
,,,4
,,,4
,,,4
,,,4
,,,7
,,,4
,,,4
,,,4
,,,4
,,,5
,,,5
,,,6
,,,5
,,,7
,,,5
,,,4
,,,6
,,,12
,,,6
,,,6
,,,4
,,,7
,,,4
,,,4
,,,4
,,,7
,,,4
,,,4
,,,4
,,,4
,,,5
,,,5
,,,6
,,,9
,,,4
,,,5
,,,5
,,,4
,,,4
,,,6
,,,5
,,,6
,,,4
,,,4
,,,5
,,,5
,,,4
,,,6
,,,5
,,,4
,,,5
,,,5
,,,6
,,,4
,,,7
,,,8
,,,6
,,,4
,,,7
,,,6
,,,4
,,,4
,,,4
,,,4
,,,5
,,,4
,,,4
,,,7
,,,7
,,,7
,,,4
,,,6
,,,5
,,,7
,,,5
,,,6
,,,6
,,,11
,,,4
,,,7
,,,4
,,,8
,,,4
,,,9
,,,5
,,,7
,,,4
,,,4
,,,5
,,,6
,,,4
,,,7
,,,4
,,,4
,,,11
,,,6
,,,4
,,,5
,,,4
,,,7
,,,5
,,,6
,,,8
,,,4
,,,4
,,,7
,,,4
,,,4
,,,8
,,,6
,,,4
,,,4
,,,4
,,,6
,,,5
,,,6
,,,4
,,,4
,,,4
,,,4
,,,4
,,,10
,,,7
,,,4
,,,5
,,,5
,,,4
,,,5
,,,8
,,,7
,,,6
,,,6
,,,4
,,,5
,,,4
,,,8
,,,4
,,,7
,,,7
,,,4
,,,5
,,,4
,,,8
,,,5
,,,6
,,,6
,,,6
,,,4
,,,4
,,,6
,,,4
,,,5
,,,4
,,,4
,,,4
,,,7
,,,5
,,,4
,,,5
,,,4
,,,4
,,,8
,,,5
,,,7
,,,9
,,,4
,,,6
,,,4
,,,7
,,,4
,,,6
,,,6
,,,6
,,,4
,,,5
,,,4
,,,4
,,,6
,,,8
,,,5
,,,4
,,,5
,,,4
,,,5
,,,5
,,,6
,,,4
,,,6
,,,6
,,,4
,,,5
,,,4
,,,7
,,,4
,,,4
,,,5
,,,7
,,,4
,,,4
,,,8
,,,5
,,,7
,,,4
,,,5
,,,6
,,,4
,,,5
,,,7
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,6
,,,4
,,,6
,,,4
,,,5
,,,8
,,,7
,,,7
,,,7
,,,5
,,,7
,,,4
,,,6
,,,5
,,,6
,,,4
,,,4
,,,6
,,,5
,,,5
,,,6
,,,5
,,,6
,,,4
,,,20
,,,4
,,,4
,,,4
,,,4
,,,4
,,,5
,,,6
,,,7
,,,5
,,,4
,,,4
,,,4
,,,5
,,,4
,,,5
,,,4
,,,6
,,,8
,,,4
,,,4
,,,4
,,,4
,,,5
,,,4
,,,5
,,,7
,,,8
,,,7
,,,6
,,,7
,,,4
,,,4
,,,7
,,,4
,,,6
,,,5
,,,8
,,,4
,,,4
,,,4
,,,8
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,12
,,,8
,,,4
,,,5
,,,4
,,,4
,,,4
,,,7
,,,4
,,,6
,,,4
,,,8
,,,4
,,,4
,,,7
,,,4
,,,6
,,,4
,,,5
,,,5
,,,5
,,,6
,,,4
,,,4
,,,4
,,,5
,,,4
,,,6
,,,16
,,,7
,,,6
,,,8
,,,7
,,,7
,,,7
,,,4
,,,5
,,,4
,,,4
,,,4
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,5
,,,4
,,,4
,,,5
,,,4
,,,4
,,,5
,,,7
,,,4
,,,6
,,,5
,,,5
,,,5
,,,4
,,,4
,,,6
,,,6
,,,9
,,,6
,,,5
,,,4
,,,4
,,,4
,,,4
,,,5
,,,5
,,,7
,,,7
,,,4
,,,4
,,,4
,,,7
,,,7
,,,4
,,,7
,,,6
,,,6
,,,4
,,,5
,,,4
,,,4
,,,5
,,,20
,,,6
,,,6
,,,4
,,,8
,,,6
,,,6
,,,5
,,,4
,,,4
,,,9
,,,7
,,,4
,,,7
,,,7
,,,4
,,,6
,,,6
,,,4
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,6
,,,5
,,,4
,,,8
,,,6
,,,5
,,,7
,,,4
,,,5
,,,4
,,,5
,,,4
,,,4
,,,4
,,,7
,,,6
,,,4
,,,7
,,,6
,,,4
,,,5
,,,4
,,,7
,,,4
,,,5
,,,6
,,,4
,,,9
,,,12
,,,4
,,,4
,,,5
,,,7
,,,7
,,,6
,,,7
,,,6
,,,11
,,,4
,,,7
,,,10
,,,4
,,,5
,,,4
,,,5
,,,4
,,,8
,,,5
,,,4
,,,4
,,,5
,,,4
,,,4
,,,4
,,,6
,,,7
,,,4
,,,4
,,,6
,,,4
,,,5
,,,4
,,,6
,,,4
,,,6
,,,5
,,,7
,,,4
,,,6
,,,4
,,,5
,,,4
,,,4
,,,5
,,,6
,,,6
,,,4
,,,7
,,,5
,,,4
,,,5
,,,5
,,,4
,,,4
,,,5
,,,6
,,,6
,,,4
,,,4
,,,5
,,,4
,,,4
,,,4
,,,10
,,,5
,,,7
,,,7
,,,4
,,,5
,,,5
,,,5
,,,5
,,,7
,,,5
,,,4
,,,5
,,,6
,,,4
,,,6
,,,4
,,,5
,,,4
,,,7
,,,12
,,,4
,,,4
,,,6
,,,8
,,,6
,,,4
,,,4
,,,6
,,,4
,,,5
,,,4
,,,13
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,6
,,,6
,,,6
,,,4
,,,4
,,,4
,,,6
,,,5
,,,4
,,,5
,,,6
,,,6
,,,5
,,,5
,,,4
,,,8
,,,7
,,,4
,,,7
,,,4
,,,4
,,,4
,,,6
,,,7
,,,8
,,,5
,,,5
,,,4
,,,4
,,,5
,,,4
,,,5
,,,6
,,,6
,,,4
,,,4
,,,6
,,,4
,,,5
,,,6
,,,4
,,,5
,,,4
,,,7
,,,5
,,,4
,,,4
,,,4
,,,4
,,,16
,,,7
,,,4
,,,4
,,,5
,,,6
,,,4
,,,6
,,,4
,,,4
,,,4
,,,8
,,,7
,,,4
,,,5
,,,4
,,,4
,,,6
,,,4
,,,5
,,,6
,,,4
,,,4
,,,5
,,,6
,,,7
,,,5
,,,5
,,,16
,,,4
,,,8
,,,5
,,,4
,,,6
,,,7
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,5
,,,4
,,,8
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,4
,,,6
,,,4
,,,4
,,,5
,,,4
,,,4
,,,6
,,,4
,,,6
,,,5
,,,7
,,,6
,,,4
,,,8
,,,7
,,,4
,,,6
,,,4
,,,4
,,,6
,,,6
,,,4
,,,5
,,,5
,,,4
,,,4
,,,4
,,,4
,,,8
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,6
,,,7
,,,4
,,,4
,,,4
,,,4
,,,4
,,,8
,,,4
,,,4
,,,7
,,,4
,,,4
,,,4
,,,8
,,,5
,,,5
,,,6
,,,5
,,,4
,,,6
,,,4
,,,5
,,,6
,,,4
,,,4
,,,5
,,,5
,,,6
,,,7
,,,6
,,,6
,,,5
,,,5
,,,5
,,,4
,,,6
,,,5
,,,8
,,,8
,,,5
,,,9
,,,5
,,,7
,,,7
,,,4
,,,6
,,,5
,,,7
,,,5
,,,4
,,,4
,,,5
,,,4
,,,4
,,,4
,,,7
,,,8
,,,4
,,,4
,,,8
,,,7
,,,4
,,,4
,,,8
,,,7
,,,4
,,,4
,,,4
,,,4
,,,4
,,,7
,,,7
,,,8
,,,4
,,,4
,,,4
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,5
,,,6
,,,9
,,,4
,,,5
,,,6
,,,13
,,,4
,,,4
,,,6
,,,5
,,,4
,,,4
,,,4
,,,6
,,,7
,,,4
,,,4
,,,6
,,,4
,,,4
,,,7
,,,6
,,,6
,,,6
,,,5
,,,7
,,,4
,,,4
,,,10
,,,6
,,,5
,,,8
,,,5
,,,4
,,,4
,,,4
,,,5
,,,5
,,,5
,,,5
,,,16
,,,4
,,,9
,,,9
,,,5
,,,4
,,,5
,,,4
,,,7
,,,7
,,,6
,,,4
,,,6
,,,4
,,,6
,,,5
,,,7
,,,4
,,,4
,,,5
,,,4
,,,5
,,,9
,,,5
,,,7
,,,6
,,,5
,,,4
,,,4
,,,4
,,,7
,,,4
,,,4
,,,7
,,,6
,,,8
,,,4
,,,5
,,,4
,,,5
,,,6
,,,6
,,,4
,,,4
,,,9
,,,6
,,,6
,,,4
,,,4
,,,4
,,,5
,,,8
,,,7
,,,4
,,,4
,,,4
,,,6
,,,6
,,,6
,,,4
,,,6
,,,4
,,,3
,,,6
,,,5
,,,4
,,,6
,,,4
,,,5
,,,5
,,,6
,,,11
,,,4
,,,4
,,,4
,,,8
,,,5
,,,4
,,,8
,,,4
,,,4
,,,7
,,,4
,,,6
,,,4
,,,7
,,,5
,,,4
,,,4
,,,4
,,,10
,,,25
,,,5
,,,4
,,,4
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,15
,,,7
,,,5
,,,5
,,,6
,,,5
,,,6
,,,4
,,,4
,,,8
,,,4
,,,5
,,,5
,,,4
,,,6
,,,4
,,,7
,,,4
,,,4
,,,8
,,,7
,,,11
,,,5
,,,6
,,,6
,,,4
,,,4
,,,5
,,,5
,,,4
,,,8
,,,13
,,,4
,,,4
,,,5
,,,4
,,,4
,,,5
,,,4
,,,4
,,,5
,,,6
,,,5
,,,4
,,,4
,,,7
,,,4
,,,4
,,,6
,,,6
,,,6
,,,4
,,,5
,,,6
,,,4
,,,5
,,,6
,,,11
,,,6
,,,5
,,,5
,,,4
,,,4
,,,4
,,,5
,,,6
,,,4
,,,4
,,,10
,,,4
,,,4
,,,7
,,,4
,,,4
,,,6
,,,4
,,,8
,,,5
,,,4
,,,5
,,,4
,,,5
,,,5
,,,7
,,,6
,,,8
,,,36
,,,7
,,,7
,,,5
,,,5
,,,6
,,,8
,,,5
,,,4
,,,4
,,,4
,,,5
,,,7
,,,4
,,,6
,,,4
,,,4
,,,6
,,,8
,,,5
,,,7
,,,7
,,,7
,,,7
,,,8
,,,4
,,,5
,,,4
,,,5
,,,6
,,,4
,,,6
,,,7
,,,4
,,,9
,,,4
,,,4
,,,6
,,,8
,,,4
,,,8
,,,4
,,,7
,,,4
,,,4
,,,4
,,,8
,,,8
,,,4
,,,4
,,,5
,,,4
,,,9
,,,4
,,,6
,,,4
,,,6
,,,4
,,,4
,,,5
,,,4
,,,5
,,,6
,,,4
,,,6
,,,7
,,,5
,,,4
,,,4
,,,6
,,,4
,,,4
,,,9
,,,6
,,,8
,,,8
,,,5
,,,5
,,,4
,,,4
,,,4
,,,6
,,,4
,,,6
,,,4
,,,4
,,,6
,,,4
,,,6
,,,7
,,,5
,,,6
,,,6
,,,7
,,,4
,,,9
,,,6
,,,5
,,,5
,,,4
,,,4
,,,4
,,,6
,,,4
,,,4
,,,5
,,,6
,,,4
,,,14
,,,7
,,,4
,,,9
,,,8
,,,6
,,,11
,,,8
,,,4
,,,4
,,,5
,,,8
,,,6
,,,4
,,,7
,,,5
,,,8
,,,4
,,,4
,,,7
,,,4
,,,4
,,,4
,,,4
,,,4
,,,11
,,,4
,,,4
,,,4
,,,9
,,,9
,,,4
,,,5
,,,7
,,,7
,,,6
,,,5
,,,4
,,,4
,,,4
,,,9
,,,7
,,,7
,,,4
,,,5
,,,5
,,,4
,,,4
,,,4
,,,6
,,,6
,,,6
,,,4
,,,4
,,,4
,,,6
,,,6
,,,4
,,,4
,,,5
,,,5
,,,4
,,,7
,,,7
,,,6
,,,7
,,,6
,,,8
,,,6
,,,4
,,,4
,,,6
,,,6
,,,6
,,,6
,,,6
,,,4
,,,7
,,,4
,,,4
,,,8
,,,5
,,,5
,,,9
,,,6
,,,6
,,,6
,,,4
,,,7
,,,4
,,,5
,,,9
,,,4
,,,5
,,,6
,,,6
,,,4
,,,6
,,,7
,,,5
,,,4
,,,4
,,,7
,,,5
,,,6
,,,6
,,,5
,,,4
,,,7
,,,4
,,,6
,,,6
,,,4
,,,8
,,,8
,,,12
,,,4
,,,4
,,,5
,,,4
,,,6
,,,4
,,,4
,,,4
,,,6
,,,4
,,,4
,,,6
,,,4
,,,4
,,,6
,,,5
,,,4
,,,4
,,,4
,,,4
,,,5
,,,6
,,,5
,,,5
,,,7
,,,4
,,,4
,,,6
,,,4
,,,7
,,,6
,,,5
,,,5
,,,4
,,,5
,,,15
,,,6
,,,12
,,,6
,,,5
,,,5
,,,5
,,,5
,,,4
,,,7
,,,7
,,,4
,,,5
,,,5
,,,7
,,,7
,,,4
,,,6
,,,6
,,,6
,,,4
,,,6
,,,6
,,,13
,,,4
,,,5
,,,7
,,,6
,,,4
,,,5
,,,5
,,,4
,,,8
,,,17
,,,5
,,,6
,,,7
,,,8
,,,7
,,,4
,,,4
,,,9
,,,4
,,,7
,,,4
,,,5
,,,4
,,,5
,,,7
,,,6
,,,4
,,,6
,,,4
,,,4
,,,5
,,,4
,,,5
,,,6
,,,5
,,,9
,,,4
,,,5
,,,4
,,,4
,,,5
,,,7
,,,5
,,,4
,,,4
,,,5
,,,4
,,,4
,,,4
,,,4
,,,5
,,,5
,,,4
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,4
,,,4
,,,5
,,,5
,,,4
,,,4
,,,6
,,,4
,,,4
,,,6
,,,5
,,,4
,,,6
,,,4
,,,4
,,,4
,,,4
,,,4
,,,6
,,,5
,,,8
,,,6
,,,4
,,,4
,,,5
,,,6
,,,6
,,,7
,,,5
,,,4
,,,5
,,,4
,,,5
,,,6
,,,4
,,,6
,,,5
,,,5
,,,6
,,,7
,,,10
,,,5
,,,8
,,,5
,,,5
,,,5
,,,8
,,,5
,,,4
,,,6
,,,6
,,,4
,,,6
,,,4
,,,4
,,,5
,,,4
,,,5
,,,8
,,,4
,,,5
,,,4
,,,6
,,,4
,,,4
,,,4
,,,5
,,,6
,,,9
,,,4
,,,5
,,,4
,,,4
,,,4
,,,7
,,,5
,,,4
,,,4
,,,5
,,,6
,,,5
,,,4
,,,4
,,,8
,,,7
,,,10
,,,4
,,,8
,,,4
,,,7
,,,4
,,,4
,,,6
,,,6
,,,4
,,,4
,,,5
,,,5
,,,7
,,,4
,,,4
,,,4
,,,7
,,,4
,,,5
,,,4
,,,4
,,,4
,,,5
,,,7
,,,4
,,,7
,,,6
,,,4
,,,4
,,,4
,,,5
,,,6
,,,6
,,,4
,,,4
,,,5
,,,4
,,,4
,,,7
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,5
,,,6
,,,7
,,,4
,,,4
,,,5
,,,4
,,,4
,,,5
,,,5
,,,4
,,,5
,,,5
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,7
,,,4
,,,7
,,,4
,,,5
,,,5
,,,4
,,,6
,,,4
,,,5
,,,5
,,,5
,,,6
,,,6
,,,4
,,,5
,,,4
,,,4
,,,4
,,,6
,,,5
,,,5
,,,4
,,,7
,,,7
,,,7
,,,6
,,,5
,,,4
,,,5
,,,4
,,,7
,,,4
,,,6
,,,7
,,,6
,,,5
,,,4
,,,4
,,,4
,,,5
,,,5
,,,7
,,,4
,,,5
,,,4
,,,6
,,,4
,,,7
,,,5
,,,4
,,,6
,,,6
,,,5
,,,7
,,,6
,,,6
,,,15
,,,7
,,,4
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,7
,,,4
,,,4
,,,4
,,,4
,,,6
,,,5
,,,4
,,,5
,,,7
,,,4
,,,4
,,,18
,,,4
,,,6
,,,5
,,,5
,,,5
,,,5
,,,4
,,,5
,,,4
,,,4
,,,4
,,,4
,,,4
,,,6
,,,5
,,,7
,,,5
,,,4
,,,5
,,,5
,,,4
,,,4
,,,5
,,,6
,,,5
,,,5
,,,5
,,,6
,,,5
,,,4
,,,5
,,,4
,,,13
,,,4
,,,4
,,,4
,,,5
,,,5
,,,4
,,,6
,,,7
,,,6
,,,5
,,,4
,,,7
,,,7
,,,5
,,,5
,,,12
,,,4
,,,6
,,,6
,,,7
,,,7
,,,6
,,,8
,,,7
,,,4
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,9
,,,6
,,,4
,,,5
,,,6
,,,5
,,,4
,,,6
,,,6
,,,4
,,,4
,,,4
,,,4
,,,6
,,,5
,,,7
,,,5
,,,4
,,,5
,,,4
,,,5
,,,6
,,,4
,,,4
,,,5
,,,4
,,,8
,,,4
,,,6
,,,25
,,,5
,,,6
,,,4
,,,8
,,,4
,,,4
,,,4
,,,7
,,,6
,,,6
,,,7
,,,7
,,,5
,,,5
,,,6
,,,4
,,,4
,,,6
,,,4
,,,7
,,,18
,,,4
,,,4
,,,5
,,,5
,,,5
,,,7
,,,7
,,,7
,,,4
,,,6
,,,6
,,,4
,,,5
,,,7
,,,4
,,,4
,,,5
,,,7
,,,4
,,,4
,,,4
,,,4
,,,4
,,,4
,,,11
,,,6
,,,6
,,,6
,,,4
,,,4
,,,5
,,,7
,,,4
,,,7
,,,5
,,,6
,,,7
,,,4
,,,4
,,,6
,,,4
,,,4
,,,4
,,,4
,,,7
,,,6
,,,4
,,,4
,,,5
,,,8
,,,6
,,,10
,,,6
,,,6
,,,4
,,,5
,,,5
,,,4
,,,11
,,,4
,,,4
,,,5
,,,4
,,,4
,,,4
,,,7
,,,4
,,,4
,,,4
,,,4
,,,5
,,,5
,,,9
,,,5
,,,5
,,,4
,,,4
,,,5
,,,6
,,,4
,,,4
,,,4
,,,7
,,,4
,,,5
,,,4
,,,4
,,,4
,,,8
,,,6
,,,7
,,,6
,,,4
,,,5
,,,4
